index,ExpDate,Strike,Call,Put
0,2023-01-24,320.0,0,51
1,2023-01-24,330.0,0,309
2,2023-01-24,331.0,0,0
3,2023-01-24,332.0,0,0
4,2023-01-24,333.0,0,26
5,2023-01-24,334.0,0,363
6,2023-01-24,335.0,0,283
7,2023-01-24,336.0,0,241
8,2023-01-24,337.0,0,85
9,2023-01-24,338.0,0,92
10,2023-01-24,339.0,0,229
11,2023-01-24,340.0,0,22
12,2023-01-24,341.0,0,92
13,2023-01-24,342.0,0,26
14,2023-01-24,343.0,0,9
15,2023-01-24,344.0,0,26
16,2023-01-24,345.0,0,46
17,2023-01-24,346.0,0,101
18,2023-01-24,347.0,0,29
19,2023-01-24,348.0,0,0
20,2023-01-24,349.0,0,3
21,2023-01-24,350.0,0,342
22,2023-01-24,351.0,0,4
23,2023-01-24,352.0,0,21
24,2023-01-24,353.0,0,172
25,2023-01-24,354.0,0,452
26,2023-01-24,355.0,0,135
27,2023-01-24,356.0,0,921
28,2023-01-24,357.0,0,385
29,2023-01-24,358.0,0,431
30,2023-01-24,359.0,0,405
31,2023-01-24,360.0,0,1301
32,2023-01-24,361.0,0,1363
33,2023-01-24,362.0,0,2577
34,2023-01-24,363.0,0,305
35,2023-01-24,364.0,0,793
36,2023-01-24,365.0,0,772
37,2023-01-24,366.0,0,2344
38,2023-01-24,367.0,0,500
39,2023-01-24,368.0,0,261
40,2023-01-24,369.0,0,11586
41,2023-01-24,370.0,0,1197
42,2023-01-24,371.0,0,8455
43,2023-01-24,372.0,0,679
44,2023-01-24,373.0,0,7232
45,2023-01-24,374.0,0,1110
46,2023-01-24,375.0,0,810
47,2023-01-24,376.0,0,2236
48,2023-01-24,377.0,0,1622
49,2023-01-24,378.0,0,1465
50,2023-01-24,379.0,0,5489
51,2023-01-24,380.0,0,3007
52,2023-01-24,381.0,0,2237
53,2023-01-24,382.0,0,3678
54,2023-01-24,383.0,0,5092
55,2023-01-24,384.0,0,4255
56,2023-01-24,385.0,0,5208
57,2023-01-24,386.0,0,2884
58,2023-01-24,387.0,0,5431
59,2023-01-24,388.0,0,9646
60,2023-01-24,389.0,0,5617
61,2023-01-24,390.0,0,14245
62,2023-01-24,391.0,0,13414
63,2023-01-24,392.0,0,12712
64,2023-01-24,393.0,0,25326
65,2023-01-24,394.0,0,16736
66,2023-01-24,395.0,0,17671
67,2023-01-24,396.0,0,15882
68,2023-01-24,397.0,0,18397
69,2023-01-24,398.0,0,20291
70,2023-01-24,399.0,50,16012
71,2023-01-24,400.0,2,26061
72,2023-01-24,401.0,5214,11036
73,2023-01-24,402.0,13845,0
74,2023-01-24,403.0,12649,0
75,2023-01-24,404.0,31115,0
76,2023-01-24,405.0,19596,0
77,2023-01-24,406.0,14752,0
78,2023-01-24,407.0,9354,0
79,2023-01-24,408.0,12365,0
80,2023-01-24,409.0,8222,0
81,2023-01-24,410.0,11180,0
82,2023-01-24,411.0,2654,0
83,2023-01-24,412.0,8867,0
84,2023-01-24,413.0,1352,0
85,2023-01-24,414.0,1685,0
86,2023-01-24,415.0,4775,0
87,2023-01-24,416.0,459,0
88,2023-01-24,417.0,339,0
89,2023-01-24,418.0,303,0
90,2023-01-24,419.0,277,0
91,2023-01-24,420.0,595,0
92,2023-01-24,421.0,111,0
93,2023-01-24,422.0,267,0
94,2023-01-24,423.0,103,0
95,2023-01-24,424.0,444,0
96,2023-01-24,425.0,12,0
97,2023-01-24,426.0,24,0
98,2023-01-24,427.0,2,0
99,2023-01-24,428.0,18,0
100,2023-01-24,429.0,14,0
101,2023-01-24,430.0,40,0
102,2023-01-24,431.0,0,0
103,2023-01-24,432.0,13,0
104,2023-01-24,433.0,0,0
105,2023-01-24,434.0,24,0
106,2023-01-24,435.0,125,0
107,2023-01-24,436.0,9,0
108,2023-01-24,437.0,50,0
109,2023-01-24,438.0,0,0
110,2023-01-24,439.0,0,0
111,2023-01-24,440.0,20,0
112,2023-01-24,441.0,0,0
113,2023-01-24,442.0,43,0
114,2023-01-24,443.0,1,0
115,2023-01-24,444.0,23,0
116,2023-01-24,445.0,0,0
117,2023-01-24,446.0,0,0
118,2023-01-24,447.0,0,0
119,2023-01-24,448.0,0,0
120,2023-01-24,449.0,0,0
121,2023-01-24,450.0,0,0
122,2023-01-24,451.0,0,0
123,2023-01-24,452.0,0,0
124,2023-01-24,453.0,0,0
125,2023-01-24,454.0,0,0
126,2023-01-24,455.0,0,0
127,2023-01-24,460.0,1,0
128,2023-01-24,470.0,0,0
129,2023-01-25,320.0,1,699
130,2023-01-25,325.0,1,12
131,2023-01-25,330.0,19,2769
132,2023-01-25,331.0,1,200
133,2023-01-25,332.0,0,0
134,2023-01-25,333.0,0,0
135,2023-01-25,334.0,0,2
136,2023-01-25,335.0,0,2
137,2023-01-25,336.0,0,0
138,2023-01-25,337.0,0,92
139,2023-01-25,338.0,0,84
140,2023-01-25,339.0,0,4
141,2023-01-25,340.0,19,373
142,2023-01-25,341.0,0,64
143,2023-01-25,342.0,0,1
144,2023-01-25,343.0,0,0
145,2023-01-25,344.0,0,40
146,2023-01-25,345.0,0,97
147,2023-01-25,346.0,0,161
148,2023-01-25,347.0,0,313
149,2023-01-25,348.0,0,275
150,2023-01-25,349.0,0,323
151,2023-01-25,350.0,0,666
152,2023-01-25,351.0,0,30
153,2023-01-25,352.0,0,135
154,2023-01-25,353.0,0,43
155,2023-01-25,354.0,0,284
156,2023-01-25,355.0,0,312
157,2023-01-25,356.0,0,5
158,2023-01-25,357.0,0,178
159,2023-01-25,358.0,1,34
160,2023-01-25,359.0,0,200
161,2023-01-25,360.0,22,1907
162,2023-01-25,361.0,0,1
163,2023-01-25,362.0,0,188
164,2023-01-25,363.0,0,4
165,2023-01-25,364.0,1,168
166,2023-01-25,365.0,602,464
167,2023-01-25,366.0,2,506
168,2023-01-25,367.0,0,446
169,2023-01-25,368.0,0,2109
170,2023-01-25,369.0,0,2349
171,2023-01-25,370.0,3,4191
172,2023-01-25,371.0,0,2113
173,2023-01-25,372.0,10,1826
174,2023-01-25,373.0,2,1198
175,2023-01-25,374.0,4,714
176,2023-01-25,375.0,3,1614
177,2023-01-25,376.0,6,604
178,2023-01-25,377.0,4,1010
179,2023-01-25,378.0,210,9960
180,2023-01-25,379.0,28,5753
181,2023-01-25,380.0,128,3300
182,2023-01-25,381.0,92,6643
183,2023-01-25,382.0,27,6253
184,2023-01-25,383.0,20,7321
185,2023-01-25,384.0,158,2648
186,2023-01-25,385.0,565,9029
187,2023-01-25,386.0,1322,3331
188,2023-01-25,387.0,1068,5097
189,2023-01-25,388.0,1024,8843
190,2023-01-25,389.0,1651,6508
191,2023-01-25,390.0,2487,14416
192,2023-01-25,391.0,2665,7933
193,2023-01-25,392.0,2593,10787
194,2023-01-25,393.0,2674,9005
195,2023-01-25,394.0,1479,10937
196,2023-01-25,395.0,4820,18639
197,2023-01-25,396.0,4612,13935
198,2023-01-25,397.0,5695,17226
199,2023-01-25,398.0,6504,13930
200,2023-01-25,399.0,8371,13645
201,2023-01-25,400.0,10838,13432
202,2023-01-25,401.0,14202,7191
203,2023-01-25,402.0,14237,4082
204,2023-01-25,403.0,9307,1442
205,2023-01-25,404.0,8017,1173
206,2023-01-25,405.0,16477,310
207,2023-01-25,406.0,6973,42
208,2023-01-25,407.0,6854,179
209,2023-01-25,408.0,6745,67
210,2023-01-25,409.0,4556,41
211,2023-01-25,410.0,20898,10
212,2023-01-25,411.0,1967,14
213,2023-01-25,412.0,1494,12
