index,ExpDate,Strike,Call,Put
0,2023-01-23,300.0,0,712
1,2023-01-23,305.0,0,52
2,2023-01-23,310.0,0,21
3,2023-01-23,315.0,0,200
4,2023-01-23,320.0,0,300
5,2023-01-23,325.0,0,53
6,2023-01-23,330.0,0,466
7,2023-01-23,331.0,0,353
8,2023-01-23,332.0,0,486
9,2023-01-23,333.0,0,128
10,2023-01-23,334.0,0,1825
11,2023-01-23,335.0,0,20
12,2023-01-23,336.0,0,5
13,2023-01-23,337.0,0,580
14,2023-01-23,338.0,0,12
15,2023-01-23,339.0,0,136
16,2023-01-23,340.0,0,238
17,2023-01-23,341.0,0,258
18,2023-01-23,342.0,0,1516
19,2023-01-23,343.0,0,3190
20,2023-01-23,344.0,0,1355
21,2023-01-23,345.0,0,1049
22,2023-01-23,346.0,0,500
23,2023-01-23,347.0,0,2
24,2023-01-23,348.0,0,88
25,2023-01-23,349.0,0,93
26,2023-01-23,350.0,0,424
27,2023-01-23,351.0,0,828
28,2023-01-23,352.0,0,169
29,2023-01-23,353.0,0,209
30,2023-01-23,354.0,0,410
31,2023-01-23,355.0,0,1213
32,2023-01-23,356.0,0,1398
33,2023-01-23,357.0,0,818
34,2023-01-23,358.0,0,937
35,2023-01-23,359.0,0,1979
36,2023-01-23,360.0,0,439
37,2023-01-23,361.0,0,137
38,2023-01-23,362.0,0,4925
39,2023-01-23,363.0,0,1375
40,2023-01-23,364.0,0,161
41,2023-01-23,365.0,0,2048
42,2023-01-23,366.0,0,649
43,2023-01-23,367.0,0,88
44,2023-01-23,368.0,0,71
45,2023-01-23,369.0,0,584
46,2023-01-23,370.0,0,1202
47,2023-01-23,371.0,0,1319
48,2023-01-23,372.0,0,11525
49,2023-01-23,373.0,0,5507
50,2023-01-23,374.0,0,4905
51,2023-01-23,375.0,0,3424
52,2023-01-23,376.0,0,2485
53,2023-01-23,377.0,0,8636
54,2023-01-23,378.0,0,4302
55,2023-01-23,379.0,0,6536
56,2023-01-23,380.0,0,8621
57,2023-01-23,381.0,0,18971
58,2023-01-23,382.0,0,26458
59,2023-01-23,383.0,0,33896
60,2023-01-23,384.0,0,40016
61,2023-01-23,385.0,0,34440
62,2023-01-23,386.0,0,9927
63,2023-01-23,387.0,0,15661
64,2023-01-23,388.0,0,12912
65,2023-01-23,389.0,0,16182
66,2023-01-23,390.0,0,28750
67,2023-01-23,391.0,0,22468
68,2023-01-23,392.0,0,23895
69,2023-01-23,393.0,0,26062
70,2023-01-23,394.0,0,20097
71,2023-01-23,395.0,0,21091
72,2023-01-23,396.0,0,21481
73,2023-01-23,397.0,0,17193
74,2023-01-23,398.0,1,13392
75,2023-01-23,399.0,2,18667
76,2023-01-23,400.0,6,12395
77,2023-01-23,401.0,31139,4
78,2023-01-23,402.0,19787,0
79,2023-01-23,403.0,27598,0
80,2023-01-23,404.0,22800,0
81,2023-01-23,405.0,16206,0
82,2023-01-23,406.0,11208,0
83,2023-01-23,407.0,7978,0
84,2023-01-23,408.0,6794,0
85,2023-01-23,409.0,2851,0
86,2023-01-23,410.0,5280,0
87,2023-01-23,411.0,751,0
88,2023-01-23,412.0,380,0
89,2023-01-23,413.0,583,0
90,2023-01-23,414.0,3910,0
91,2023-01-23,415.0,1428,0
92,2023-01-23,416.0,513,0
93,2023-01-23,417.0,1366,0
94,2023-01-23,418.0,506,0
95,2023-01-23,419.0,281,0
96,2023-01-23,420.0,602,0
97,2023-01-23,421.0,93,0
98,2023-01-23,422.0,33,0
99,2023-01-23,423.0,113,0
100,2023-01-23,424.0,29,0
101,2023-01-23,425.0,118,0
102,2023-01-23,426.0,520,0
103,2023-01-23,427.0,374,0
104,2023-01-23,428.0,5,0
105,2023-01-23,429.0,3,0
106,2023-01-23,430.0,20,0
107,2023-01-23,431.0,265,0
108,2023-01-23,432.0,1,0
109,2023-01-23,433.0,4,0
110,2023-01-23,434.0,0,0
111,2023-01-23,435.0,28,0
112,2023-01-23,436.0,0,0
113,2023-01-23,437.0,0,0
114,2023-01-23,438.0,2,0
115,2023-01-23,439.0,22,0
116,2023-01-23,440.0,0,0
117,2023-01-23,441.0,0,0
118,2023-01-23,442.0,0,0
119,2023-01-23,443.0,0,0
120,2023-01-23,444.0,0,0
121,2023-01-23,445.0,0,0
122,2023-01-23,446.0,1,0
123,2023-01-23,447.0,0,0
124,2023-01-23,448.0,0,0
125,2023-01-23,449.0,0,0
126,2023-01-23,450.0,2,0
127,2023-01-23,451.0,0,0
128,2023-01-23,452.0,0,0
129,2023-01-23,453.0,0,0
130,2023-01-23,454.0,0,0
131,2023-01-23,455.0,0,0
