Series Search Results for ROKU

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
ROKU  		2023	02	17	20	000	C P 	1	361	25000000
ROKU  		2023	02	17	22	500	C P 	20	426	25000000
ROKU  		2023	02	17	25	000	C P 	17	2721	25000000
ROKU  		2023	02	17	30	000	C P 	95	5294	25000000
ROKU  		2023	02	17	35	000	C P 	98	6673	25000000
ROKU  		2023	02	17	36	000	C P 	3	1679	25000000
ROKU  		2023	02	17	36	500	C P 	0	736	25000000
ROKU  		2023	02	17	37	000	C P 	0	505	25000000
ROKU  		2023	02	17	37	500	C P 	5	893	25000000
ROKU  		2023	02	17	38	000	C P 	0	323	25000000
ROKU  		2023	02	17	38	500	C P 	1	81	25000000
ROKU  		2023	02	17	39	000	C P 	0	262	25000000
ROKU  		2023	02	17	40	000	C P 	747	3773	25000000
ROKU  		2023	02	17	41	000	C P 	3	1170	25000000
ROKU  		2023	02	17	42	000	C P 	19	1631	25000000
ROKU  		2023	02	17	43	000	C P 	7	849	25000000
ROKU  		2023	02	17	44	000	C P 	15	801	25000000
ROKU  		2023	02	17	45	000	C P 	1264	5184	25000000
ROKU  		2023	02	17	45	500	C P 	41	386	25000000
ROKU  		2023	02	17	46	000	C P 	70	1174	25000000
ROKU  		2023	02	17	46	500	C P 	40	321	25000000
ROKU  		2023	02	17	47	000	C P 	77	1170	25000000
ROKU  		2023	02	17	47	500	C P 	60	909	25000000
ROKU  		2023	02	17	48	000	C P 	53	1834	25000000
ROKU  		2023	02	17	48	500	C P 	40	413	25000000
ROKU  		2023	02	17	49	000	C P 	152	1275	25000000
ROKU  		2023	02	17	49	500	C P 	159	716	25000000
ROKU  		2023	02	17	50	000	C P 	1782	5091	25000000
ROKU  		2023	02	17	51	000	C P 	271	2472	25000000
ROKU  		2023	02	17	52	000	C P 	117	2164	25000000
ROKU  		2023	02	17	53	000	C P 	114	1888	25000000
ROKU  		2023	02	17	54	000	C P 	385	1523	25000000
ROKU  		2023	02	17	55	000	C P 	2517	2549	25000000
ROKU  		2023	02	17	56	000	C P 	826	1151	25000000
ROKU  		2023	02	17	57	000	C P 	1052	438	25000000
ROKU  		2023	02	17	58	000	C P 	631	2692	25000000
ROKU  		2023	02	17	59	000	C P 	740	598	25000000
ROKU  		2023	02	17	60	000	C P 	3793	1816	25000000
ROKU  		2023	02	17	61	000	C P 	1439	271	25000000
ROKU  		2023	02	17	62	000	C P 	1180	482	25000000
ROKU  		2023	02	17	63	000	C P 	1381	775	25000000
ROKU  		2023	02	17	64	000	C P 	1094	471	25000000
ROKU  		2023	02	17	65	000	C P 	4898	1289	25000000
ROKU  		2023	02	17	66	000	C P 	1184	253	25000000
ROKU  		2023	02	17	67	000	C P 	1043	625	25000000
ROKU  		2023	02	17	68	000	C P 	1458	339	25000000
ROKU  		2023	02	17	69	000	C P 	988	260	25000000
ROKU  		2023	02	17	70	000	C P 	4435	431	25000000
ROKU  		2023	02	17	71	000	C P 	1067	90	25000000
ROKU  		2023	02	17	72	000	C P 	1191	103	25000000
ROKU  		2023	02	17	73	000	C P 	603	94	25000000
ROKU  		2023	02	17	74	000	C P 	1105	161	25000000
ROKU  		2023	02	17	75	000	C P 	3406	184	25000000
ROKU  		2023	02	17	76	000	C P 	1044	27	25000000
ROKU  		2023	02	17	77	000	C P 	575	49	25000000
ROKU  		2023	02	17	78	000	C P 	894	37	25000000
ROKU  		2023	02	17	79	000	C P 	988	28	25000000
ROKU  		2023	02	17	80	000	C P 	3310	61	25000000
ROKU  		2023	02	17	81	000	C P 	842	40	25000000
ROKU  		2023	02	17	82	000	C P 	2025	34	25000000
ROKU  		2023	02	17	83	000	C P 	236	24	25000000
ROKU  		2023	02	17	84	000	C P 	604	9	25000000
ROKU  		2023	02	17	85	000	C P 	4509	61	25000000
ROKU  		2023	02	17	86	000	C P 	615	20	25000000
ROKU  		2023	02	17	87	000	C P 	1441	34	25000000
ROKU  		2023	02	17	90	000	C P 	6240	23	25000000
ROKU  		2023	02	17	95	000	C P 	1974	1	25000000
ROKU  		2023	02	17	100	000	C P 	1410	0	25000000
ROKU  		2023	02	24	25	000	C P 	4	2505	25000000
ROKU  		2023	02	24	30	000	C P 	31	205	25000000
ROKU  		2023	02	24	32	000	C P 	0	89	25000000
ROKU  		2023	02	24	33	000	C P 	0	133	25000000
ROKU  		2023	02	24	34	000	C P 	10	253	25000000
ROKU  		2023	02	24	35	000	C P 	5	624	25000000
ROKU  		2023	02	24	36	000	C P 	1	214	25000000
ROKU  		2023	02	24	36	500	C P 	0	72	25000000
ROKU  		2023	02	24	37	000	C P 	0	101	25000000
ROKU  		2023	02	24	37	500	C P 	0	53	25000000
ROKU  		2023	02	24	38	000	C P 	2	89	25000000
ROKU  		2023	02	24	38	500	C P 	0	12	25000000
ROKU  		2023	02	24	39	000	C P 	0	194	25000000
ROKU  		2023	02	24	39	500	C P 	2	21	25000000
ROKU  		2023	02	24	40	000	C P 	20	938	25000000
ROKU  		2023	02	24	40	500	C P 	1	8	25000000
ROKU  		2023	02	24	41	000	C P 	21	99	25000000
ROKU  		2023	02	24	41	500	C P 	4	116	25000000
ROKU  		2023	02	24	42	000	C P 	155	113	25000000
ROKU  		2023	02	24	42	500	C P 	0	25	25000000
ROKU  		2023	02	24	43	000	C P 	34	171	25000000
ROKU  		2023	02	24	43	500	C P 	2	19	25000000
ROKU  		2023	02	24	44	000	C P 	41	147	25000000
ROKU  		2023	02	24	44	500	C P 	3	24	25000000
ROKU  		2023	02	24	45	000	C P 	100	370	25000000
ROKU  		2023	02	24	45	500	C P 	3	25	25000000
ROKU  		2023	02	24	46	000	C P 	72	135	25000000
ROKU  		2023	02	24	46	500	C P 	15	60	25000000
ROKU  		2023	02	24	47	000	C P 	38	104	25000000
ROKU  		2023	02	24	47	500	C P 	13	41	25000000
ROKU  		2023	02	24	48	000	C P 	447	153	25000000
ROKU  		2023	02	24	48	500	C P 	3	42	25000000
ROKU  		2023	02	24	49	000	C P 	52	134	25000000
ROKU  		2023	02	24	49	500	C P 	11	153	25000000
ROKU  		2023	02	24	50	000	C P 	565	844	25000000
ROKU  		2023	02	24	51	000	C P 	206	236	25000000
ROKU  		2023	02	24	52	000	C P 	434	350	25000000
ROKU  		2023	02	24	53	000	C P 	122	155	25000000
ROKU  		2023	02	24	54	000	C P 	226	201	25000000
ROKU  		2023	02	24	55	000	C P 	274	509	25000000
ROKU  		2023	02	24	56	000	C P 	147	593	25000000
ROKU  		2023	02	24	57	000	C P 	524	238	25000000
ROKU  		2023	02	24	58	000	C P 	401	340	25000000
ROKU  		2023	02	24	59	000	C P 	108	136	25000000
ROKU  		2023	02	24	60	000	C P 	778	390	25000000
ROKU  		2023	02	24	61	000	C P 	139	152	25000000
ROKU  		2023	02	24	62	000	C P 	286	209	25000000
ROKU  		2023	02	24	63	000	C P 	328	286	25000000
ROKU  		2023	02	24	64	000	C P 	835	160	25000000
ROKU  		2023	02	24	65	000	C P 	686	208	25000000
ROKU  		2023	02	24	66	000	C P 	252	75	25000000
ROKU  		2023	02	24	67	000	C P 	227	102	25000000
ROKU  		2023	02	24	68	000	C P 	311	96	25000000
ROKU  		2023	02	24	69	000	C P 	178	70	25000000
ROKU  		2023	02	24	70	000	C P 	1147	23	25000000
ROKU  		2023	02	24	71	000	C P 	138	37	25000000
ROKU  		2023	02	24	72	000	C P 	120	18	25000000
ROKU  		2023	02	24	73	000	C P 	162	9	25000000
ROKU  		2023	02	24	74	000	C P 	79	12	25000000
ROKU  		2023	02	24	75	000	C P 	1066	66	25000000
ROKU  		2023	02	24	76	000	C P 	109	45	25000000
ROKU  		2023	02	24	77	000	C P 	379	9	25000000
ROKU  		2023	02	24	78	000	C P 	94	5	25000000
ROKU  		2023	02	24	79	000	C P 	178	12	25000000
ROKU  		2023	02	24	80	000	C P 	680	10	25000000
ROKU  		2023	02	24	81	000	C P 	109	7	25000000
ROKU  		2023	02	24	82	000	C P 	261	23	25000000
ROKU  		2023	02	24	83	000	C P 	445	0	25000000
ROKU  		2023	02	24	84	000	C P 	109	2	25000000
ROKU  		2023	02	24	85	000	C P 	235	4	25000000
ROKU  		2023	02	24	86	000	C P 	95	2	25000000
ROKU  		2023	02	24	87	000	C P 	203	6	25000000
ROKU  		2023	02	24	90	000	C P 	182	6	25000000
ROKU  		2023	02	24	95	000	C P 	129	4	25000000
ROKU  		2023	02	24	100	000	C P 	421	0	25000000
ROKU  		2023	03	03	25	000	C P 	0	746	25000000
ROKU  		2023	03	03	30	000	C P 	0	114	25000000
ROKU  		2023	03	03	35	000	C P 	0	333	25000000
ROKU  		2023	03	03	38	000	C P 	1	349	25000000
ROKU  		2023	03	03	39	000	C P 	0	54	25000000
ROKU  		2023	03	03	40	000	C P 	3	393	25000000
ROKU  		2023	03	03	41	000	C P 	0	45	25000000
ROKU  		2023	03	03	42	000	C P 	1	219	25000000
ROKU  		2023	03	03	43	000	C P 	1	97	25000000
ROKU  		2023	03	03	44	000	C P 	0	122	25000000
ROKU  		2023	03	03	45	000	C P 	10	399	25000000
ROKU  		2023	03	03	46	000	C P 	4	140	25000000
ROKU  		2023	03	03	47	000	C P 	62	155	25000000
ROKU  		2023	03	03	48	000	C P 	44	102	25000000
ROKU  		2023	03	03	49	000	C P 	41	101	25000000
ROKU  		2023	03	03	50	000	C P 	53	183	25000000
ROKU  		2023	03	03	51	000	C P 	27	143	25000000
ROKU  		2023	03	03	52	000	C P 	64	60	25000000
ROKU  		2023	03	03	53	000	C P 	56	76	25000000
ROKU  		2023	03	03	54	000	C P 	57	122	25000000
ROKU  		2023	03	03	55	000	C P 	95	396	25000000
ROKU  		2023	03	03	56	000	C P 	104	62	25000000
ROKU  		2023	03	03	57	000	C P 	68	147	25000000
ROKU  		2023	03	03	58	000	C P 	60	42	25000000
ROKU  		2023	03	03	59	000	C P 	42	34	25000000
ROKU  		2023	03	03	60	000	C P 	159	496	25000000
ROKU  		2023	03	03	61	000	C P 	90	71	25000000
ROKU  		2023	03	03	62	000	C P 	100	168	25000000
ROKU  		2023	03	03	63	000	C P 	124	55	25000000
ROKU  		2023	03	03	64	000	C P 	75	71	25000000
ROKU  		2023	03	03	65	000	C P 	725	73	25000000
ROKU  		2023	03	03	66	000	C P 	64	16	25000000
ROKU  		2023	03	03	67	000	C P 	480	10	25000000
ROKU  		2023	03	03	68	000	C P 	61	6	25000000
ROKU  		2023	03	03	69	000	C P 	106	12	25000000
ROKU  		2023	03	03	70	000	C P 	599	25	25000000
ROKU  		2023	03	03	71	000	C P 	247	5	25000000
ROKU  		2023	03	03	72	000	C P 	69	18	25000000
ROKU  		2023	03	03	73	000	C P 	19	17	25000000
ROKU  		2023	03	03	74	000	C P 	69	11	25000000
ROKU  		2023	03	03	75	000	C P 	130	18	25000000
ROKU  		2023	03	03	76	000	C P 	30	10	25000000
ROKU  		2023	03	03	77	000	C P 	28	7	25000000
ROKU  		2023	03	03	78	000	C P 	84	0	25000000
ROKU  		2023	03	03	80	000	C P 	136	2	25000000
ROKU  		2023	03	03	85	000	C P 	164	10	25000000
ROKU  		2023	03	03	90	000	C P 	175	0	25000000
ROKU  		2023	03	03	95	000	C P 	263	0	25000000
ROKU  		2023	03	03	100	000	C P 	289	0	25000000
ROKU  		2023	03	10	30	000	C P 	1	2551	25000000
ROKU  		2023	03	10	35	000	C P 	0	41	25000000
ROKU  		2023	03	10	40	000	C P 	3	35	25000000
ROKU  		2023	03	10	41	000	C P 	0	19	25000000
ROKU  		2023	03	10	42	000	C P 	2	38	25000000
ROKU  		2023	03	10	43	000	C P 	1	57	25000000
ROKU  		2023	03	10	44	000	C P 	0	318	25000000
ROKU  		2023	03	10	45	000	C P 	2	183	25000000
ROKU  		2023	03	10	46	000	C P 	0	293	25000000
ROKU  		2023	03	10	47	000	C P 	2	53	25000000
ROKU  		2023	03	10	48	000	C P 	35	30	25000000
ROKU  		2023	03	10	49	000	C P 	9	34	25000000
ROKU  		2023	03	10	50	000	C P 	40	139	25000000
ROKU  		2023	03	10	51	000	C P 	15	34	25000000
ROKU  		2023	03	10	52	000	C P 	24	80	25000000
ROKU  		2023	03	10	53	000	C P 	22	45	25000000
ROKU  		2023	03	10	54	000	C P 	96	47	25000000
ROKU  		2023	03	10	55	000	C P 	59	99	25000000
ROKU  		2023	03	10	56	000	C P 	46	49	25000000
ROKU  		2023	03	10	57	000	C P 	34	28	25000000
ROKU  		2023	03	10	58	000	C P 	68	16	25000000
ROKU  		2023	03	10	59	000	C P 	41	30	25000000
ROKU  		2023	03	10	60	000	C P 	82	61	25000000
ROKU  		2023	03	10	61	000	C P 	37	37	25000000
ROKU  		2023	03	10	62	000	C P 	34	38	25000000
ROKU  		2023	03	10	63	000	C P 	92	38	25000000
ROKU  		2023	03	10	64	000	C P 	28	48	25000000
ROKU  		2023	03	10	65	000	C P 	111	54	25000000
ROKU  		2023	03	10	66	000	C P 	11	5	25000000
ROKU  		2023	03	10	67	000	C P 	22	20	25000000
ROKU  		2023	03	10	68	000	C P 	29	10	25000000
ROKU  		2023	03	10	69	000	C P 	24	10	25000000
ROKU  		2023	03	10	70	000	C P 	196	23	25000000
ROKU  		2023	03	10	71	000	C P 	9	11	25000000
ROKU  		2023	03	10	72	000	C P 	10	12	25000000
ROKU  		2023	03	10	73	000	C P 	38	7	25000000
ROKU  		2023	03	10	74	000	C P 	35	6	25000000
ROKU  		2023	03	10	75	000	C P 	90	4	25000000
ROKU  		2023	03	10	76	000	C P 	5	14	25000000
ROKU  		2023	03	10	77	000	C P 	26	0	25000000
ROKU  		2023	03	10	78	000	C P 	47	0	25000000
ROKU  		2023	03	10	80	000	C P 	69	1	25000000
ROKU  		2023	03	10	85	000	C P 	56	0	25000000
ROKU  		2023	03	10	90	000	C P 	452	0	25000000
ROKU  		2023	03	10	95	000	C P 	38	0	25000000
ROKU  		2023	03	10	100	000	C P 	6	0	25000000
ROKU  		2023	03	17	20	000	C P 	9	218	25000000
ROKU  		2023	03	17	22	500	C P 	22	519	25000000
ROKU  		2023	03	17	25	000	C P 	20	2932	25000000
ROKU  		2023	03	17	30	000	C P 	13	7783	25000000
ROKU  		2023	03	17	35	000	C P 	189	8212	25000000
ROKU  		2023	03	17	40	000	C P 	316	3504	25000000
ROKU  		2023	03	17	45	000	C P 	479	3911	25000000
ROKU  		2023	03	17	50	000	C P 	1182	3030	25000000
ROKU  		2023	03	17	55	000	C P 	2127	1771	25000000
ROKU  		2023	03	17	60	000	C P 	1665	1758	25000000
ROKU  		2023	03	17	65	000	C P 	2526	457	25000000
ROKU  		2023	03	17	70	000	C P 	2463	373	25000000
ROKU  		2023	03	17	75	000	C P 	1724	135	25000000
ROKU  		2023	03	17	80	000	C P 	1120	39	25000000
ROKU  		2023	03	17	85	000	C P 	2592	5	25000000
ROKU  		2023	03	17	90	000	C P 	1529	18	25000000
ROKU  		2023	03	17	95	000	C P 	1787	7	25000000
ROKU  		2023	03	17	100	000	C P 	3355	16	25000000
ROKU  		2023	03	17	105	000	C P 	974	1	25000000
ROKU  		2023	03	17	110	000	C P 	2393	0	25000000
ROKU  		2023	03	24	30	000	C P 	0	104	25000000
ROKU  		2023	03	24	35	000	C P 	0	27	25000000
ROKU  		2023	03	24	40	000	C P 	0	175	25000000
ROKU  		2023	03	24	45	000	C P 	5	278	25000000
ROKU  		2023	03	24	46	000	C P 	7	214	25000000
ROKU  		2023	03	24	47	000	C P 	4	167	25000000
ROKU  		2023	03	24	48	000	C P 	0	18	25000000
ROKU  		2023	03	24	49	000	C P 	0	26	25000000
ROKU  		2023	03	24	50	000	C P 	16	59	25000000
