ProductSymbol	Year	Month	Day	Integer	Dec	C/P	Call	Put	PositionLimit	
ROKU  	2023	02	10	25	000	C P 	0	360	25000000
ROKU  	2023	02	10	29	000	C P 	1	28	25000000
ROKU  	2023	02	10	30	000	C P 	1	603	25000000
ROKU  	2023	02	10	31	000	C P 	1	79	25000000
ROKU  	2023	02	10	32	000	C P 	0	1219	25000000
ROKU  	2023	02	10	33	000	C P 	1	762	25000000
ROKU  	2023	02	10	34	000	C P 	7	54	25000000
ROKU  	2023	02	10	35	000	C P 	4	118	25000000
ROKU  	2023	02	10	36	000	C P 	1	56	25000000
ROKU  	2023	02	10	37	000	C P 	1	176	25000000
ROKU  	2023	02	10	38	000	C P 	1	554	25000000
ROKU  	2023	02	10	38	500	C P 	2	240	25000000
ROKU  	2023	02	10	39	000	C P 	0	284	25000000
ROKU  	2023	02	10	39	500	C P 	12	0	25000000
ROKU  	2023	02	10	40	000	C P 	2018	2189	25000000
ROKU  	2023	02	10	40	500	C P 	6	3	25000000
ROKU  	2023	02	10	41	000	C P 	19	145	25000000
ROKU  	2023	02	10	41	500	C P 	0	8	25000000
ROKU  	2023	02	10	42	000	C P 	12	309	25000000
ROKU  	2023	02	10	42	500	C P 	1	9	25000000
ROKU  	2023	02	10	43	000	C P 	44	156	25000000
ROKU  	2023	02	10	43	500	C P 	4	12	25000000
ROKU  	2023	02	10	44	000	C P 	106	917	25000000
ROKU  	2023	02	10	44	500	C P 	23	1	25000000
ROKU  	2023	02	10	45	000	C P 	104	430	25000000
ROKU  	2023	02	10	45	500	C P 	18	45	25000000
ROKU  	2023	02	10	46	000	C P 	496	249	25000000
ROKU  	2023	02	10	46	500	C P 	16	547	25000000
ROKU  	2023	02	10	47	000	C P 	82	1018	25000000
ROKU  	2023	02	10	47	500	C P 	18	577	25000000
ROKU  	2023	02	10	48	000	C P 	103	530	25000000
ROKU  	2023	02	10	48	500	C P 	15	231	25000000
ROKU  	2023	02	10	49	000	C P 	108	200	25000000
ROKU  	2023	02	10	49	500	C P 	57	94	25000000
ROKU  	2023	02	10	50	000	C P 	204	659	25000000
ROKU  	2023	02	10	51	000	C P 	168	1388	25000000
ROKU  	2023	02	10	52	000	C P 	428	454	25000000
ROKU  	2023	02	10	53	000	C P 	376	678	25000000
ROKU  	2023	02	10	54	000	C P 	475	911	25000000
ROKU  	2023	02	10	55	000	C P 	465	747	25000000
ROKU  	2023	02	10	56	000	C P 	301	1482	25000000
ROKU  	2023	02	10	57	000	C P 	842	989	25000000
ROKU  	2023	02	10	58	000	C P 	665	1081	25000000
ROKU  	2023	02	10	59	000	C P 	651	1379	25000000
ROKU  	2023	02	10	60	000	C P 	1527	895	25000000
ROKU  	2023	02	10	61	000	C P 	1235	600	25000000
ROKU  	2023	02	10	62	000	C P 	1092	408	25000000
ROKU  	2023	02	10	63	000	C P 	1489	718	25000000
ROKU  	2023	02	10	64	000	C P 	850	514	25000000
ROKU  	2023	02	10	65	000	C P 	4133	373	25000000
ROKU  	2023	02	10	66	000	C P 	2308	821	25000000
ROKU  	2023	02	10	67	000	C P 	1046	134	25000000
ROKU  	2023	02	10	68	000	C P 	584	164	25000000
ROKU  	2023	02	10	69	000	C P 	855	33	25000000
ROKU  	2023	02	10	70	000	C P 	2425	88	25000000
ROKU  	2023	02	10	71	000	C P 	548	37	25000000
ROKU  	2023	02	10	72	000	C P 	3567	12	25000000
ROKU  	2023	02	10	73	000	C P 	296	9	25000000
ROKU  	2023	02	10	74	000	C P 	86	0	25000000
ROKU  	2023	02	10	75	000	C P 	1336	5	25000000
ROKU  	2023	02	10	76	000	C P 	134	3	25000000
ROKU  	2023	02	10	77	000	C P 	70	0	25000000
ROKU  	2023	02	10	78	000	C P 	225	0	25000000
ROKU  	2023	02	10	79	000	C P 	110	1	25000000
ROKU  	2023	02	10	80	000	C P 	647	0	25000000
ROKU  	2023	02	10	81	000	C P 	36	0	25000000
ROKU  	2023	02	10	82	000	C P 	42	0	25000000
ROKU  	2023	02	10	83	000	C P 	47	0	25000000
ROKU  	2023	02	10	84	000	C P 	174	0	25000000
ROKU  	2023	02	10	85	000	C P 	90	0	25000000
ROKU  	2023	02	10	86	000	C P 	242	0	25000000
ROKU  	2023	02	10	87	000	C P 	109	0	25000000
ROKU  	2023	02	10	90	000	C P 	22	0	25000000
ROKU  	2023	02	10	95	000	C P 	23	0	25000000
ROKU  	2023	02	10	100	000	C P 	0	0	25000000
ROKU  	2023	02	17	20	000	C P 	1	365	25000000
ROKU  	2023	02	17	22	500	C P 	20	428	25000000
ROKU  	2023	02	17	25	000	C P 	17	2715	25000000
ROKU  	2023	02	17	30	000	C P 	94	5211	25000000
ROKU  	2023	02	17	35	000	C P 	75	5664	25000000
ROKU  	2023	02	17	40	000	C P 	757	3053	25000000
ROKU  	2023	02	17	42	000	C P 	17	313	25000000
ROKU  	2023	02	17	43	000	C P 	5	165	25000000
ROKU  	2023	02	17	44	000	C P 	12	175	25000000
ROKU  	2023	02	17	45	000	C P 	1293	4333	25000000
ROKU  	2023	02	17	45	500	C P 	41	182	25000000
ROKU  	2023	02	17	46	000	C P 	58	110	25000000
ROKU  	2023	02	17	46	500	C P 	32	149	25000000
ROKU  	2023	02	17	47	000	C P 	72	674	25000000
ROKU  	2023	02	17	47	500	C P 	41	527	25000000
ROKU  	2023	02	17	48	000	C P 	28	981	25000000
ROKU  	2023	02	17	48	500	C P 	16	196	25000000
ROKU  	2023	02	17	49	000	C P 	162	452	25000000
ROKU  	2023	02	17	49	500	C P 	147	361	25000000
ROKU  	2023	02	17	50	000	C P 	2194	3571	25000000
ROKU  	2023	02	17	51	000	C P 	256	365	25000000
ROKU  	2023	02	17	52	000	C P 	99	936	25000000
ROKU  	2023	02	17	53	000	C P 	121	395	25000000
ROKU  	2023	02	17	54	000	C P 	302	726	25000000
ROKU  	2023	02	17	55	000	C P 	2489	1940	25000000
ROKU  	2023	02	17	56	000	C P 	349	424	25000000
ROKU  	2023	02	17	57	000	C P 	757	202	25000000
ROKU  	2023	02	17	58	000	C P 	365	438	25000000
ROKU  	2023	02	17	59	000	C P 	521	228	25000000
ROKU  	2023	02	17	60	000	C P 	2831	1103	25000000
ROKU  	2023	02	17	61	000	C P 	430	196	25000000
ROKU  	2023	02	17	62	000	C P 	315	201	25000000
ROKU  	2023	02	17	63	000	C P 	541	144	25000000
ROKU  	2023	02	17	64	000	C P 	168	276	25000000
ROKU  	2023	02	17	65	000	C P 	4960	1103	25000000
ROKU  	2023	02	17	66	000	C P 	449	175	25000000
ROKU  	2023	02	17	67	000	C P 	857	522	25000000
ROKU  	2023	02	17	68	000	C P 	324	275	25000000
ROKU  	2023	02	17	69	000	C P 	285	227	25000000
ROKU  	2023	02	17	70	000	C P 	1739	263	25000000
ROKU  	2023	02	17	71	000	C P 	165	73	25000000
ROKU  	2023	02	17	72	000	C P 	152	59	25000000
ROKU  	2023	02	17	73	000	C P 	125	74	25000000
ROKU  	2023	02	17	74	000	C P 	515	102	25000000
ROKU  	2023	02	17	75	000	C P 	1597	163	25000000
ROKU  	2023	02	17	76	000	C P 	222	17	25000000
ROKU  	2023	02	17	77	000	C P 	151	46	25000000
ROKU  	2023	02	17	78	000	C P 	177	37	25000000
ROKU  	2023	02	17	79	000	C P 	83	26	25000000
ROKU  	2023	02	17	80	000	C P 	735	19	25000000
ROKU  	2023	02	17	81	000	C P 	123	37	25000000
ROKU  	2023	02	17	82	000	C P 	67	27	25000000
ROKU  	2023	02	17	83	000	C P 	100	19	25000000
ROKU  	2023	02	17	84	000	C P 	69	9	25000000
ROKU  	2023	02	17	85	000	C P 	3516	61	25000000
ROKU  	2023	02	17	86	000	C P 	21	21	25000000
ROKU  	2023	02	17	87	000	C P 	187	34	25000000
ROKU  	2023	02	17	90	000	C P 	3279	23	25000000
ROKU  	2023	02	17	95	000	C P 	78	4	25000000
ROKU  	2023	02	17	100	000	C P 	498	0	25000000
ROKU  	2023	02	24	25	000	C P 	4	2503	25000000
ROKU  	2023	02	24	30	000	C P 	1	178	25000000
ROKU  	2023	02	24	32	000	C P 	0	79	25000000
ROKU  	2023	02	24	33	000	C P 	0	32	25000000
ROKU  	2023	02	24	34	000	C P 	10	246	25000000
ROKU  	2023	02	24	35	000	C P 	5	480	25000000
ROKU  	2023	02	24	36	000	C P 	1	199	25000000
ROKU  	2023	02	24	37	000	C P 	0	63	25000000
ROKU  	2023	02	24	38	000	C P 	0	100	25000000
ROKU  	2023	02	24	39	000	C P 	0	186	25000000
ROKU  	2023	02	24	40	000	C P 	20	265	25000000
ROKU  	2023	02	24	41	000	C P 	18	85	25000000
ROKU  	2023	02	24	42	000	C P 	154	56	25000000
ROKU  	2023	02	24	43	000	C P 	11	119	25000000
ROKU  	2023	02	24	44	000	C P 	40	119	25000000
ROKU  	2023	02	24	45	000	C P 	100	192	25000000
ROKU  	2023	02	24	46	000	C P 	71	79	25000000
ROKU  	2023	02	24	47	000	C P 	27	50	25000000
ROKU  	2023	02	24	48	000	C P 	447	72	25000000
ROKU  	2023	02	24	49	000	C P 	22	70	25000000
ROKU  	2023	02	24	50	000	C P 	126	220	25000000
ROKU  	2023	02	24	51	000	C P 	193	133	25000000
ROKU  	2023	02	24	52	000	C P 	416	166	25000000
ROKU  	2023	02	24	53	000	C P 	123	65	25000000
ROKU  	2023	02	24	54	000	C P 	87	119	25000000
ROKU  	2023	02	24	55	000	C P 	278	207	25000000
ROKU  	2023	02	24	56	000	C P 	71	87	25000000
ROKU  	2023	02	24	57	000	C P 	55	45	25000000
ROKU  	2023	02	24	58	000	C P 	100	54	25000000
ROKU  	2023	02	24	59	000	C P 	23	91	25000000
ROKU  	2023	02	24	60	000	C P 	767	100	25000000
ROKU  	2023	02	24	61	000	C P 	65	49	25000000
ROKU  	2023	02	24	62	000	C P 	168	60	25000000
ROKU  	2023	02	24	63	000	C P 	40	66	25000000
ROKU  	2023	02	24	64	000	C P 	214	116	25000000
ROKU  	2023	02	24	65	000	C P 	359	152	25000000
ROKU  	2023	02	24	66	000	C P 	120	62	25000000
ROKU  	2023	02	24	67	000	C P 	95	69	25000000
ROKU  	2023	02	24	68	000	C P 	80	60	25000000
ROKU  	2023	02	24	69	000	C P 	63	19	25000000
ROKU  	2023	02	24	70	000	C P 	503	14	25000000
ROKU  	2023	02	24	71	000	C P 	42	19	25000000
ROKU  	2023	02	24	72	000	C P 	39	5	25000000
ROKU  	2023	02	24	73	000	C P 	76	11	25000000
ROKU  	2023	02	24	74	000	C P 	31	11	25000000
ROKU  	2023	02	24	75	000	C P 	155	4	25000000
ROKU  	2023	02	24	76	000	C P 	35	15	25000000
ROKU  	2023	02	24	77	000	C P 	52	5	25000000
ROKU  	2023	02	24	78	000	C P 	24	5	25000000
ROKU  	2023	02	24	79	000	C P 	53	2	25000000
ROKU  	2023	02	24	80	000	C P 	89	5	25000000
ROKU  	2023	02	24	81	000	C P 	66	0	25000000
ROKU  	2023	02	24	82	000	C P 	21	22	25000000
ROKU  	2023	02	24	83	000	C P 	16	0	25000000
ROKU  	2023	02	24	84	000	C P 	9	1	25000000
ROKU  	2023	02	24	85	000	C P 	73	4	25000000
ROKU  	2023	02	24	86	000	C P 	91	1	25000000
ROKU  	2023	02	24	87	000	C P 	174	0	25000000
ROKU  	2023	02	24	90	000	C P 	140	6	25000000
ROKU  	2023	02	24	95	000	C P 	91	4	25000000
ROKU  	2023	02	24	100	000	C P 	101	0	25000000
ROKU  	2023	03	03	25	000	C P 	0	743	25000000
ROKU  	2023	03	03	30	000	C P 	0	113	25000000
ROKU  	2023	03	03	35	000	C P 	0	181	25000000
ROKU  	2023	03	03	38	000	C P 	1	256	25000000
ROKU  	2023	03	03	39	000	C P 	0	36	25000000
ROKU  	2023	03	03	40	000	C P 	3	112	25000000
ROKU  	2023	03	03	41	000	C P 	0	17	25000000
ROKU  	2023	03	03	42	000	C P 	0	10	25000000
ROKU  	2023	03	03	43	000	C P 	0	77	25000000
ROKU  	2023	03	03	44	000	C P 	0	74	25000000
ROKU  	2023	03	03	45	000	C P 	2	215	25000000
ROKU  	2023	03	03	46	000	C P 	2	94	25000000
ROKU  	2023	03	03	47	000	C P 	17	124	25000000
ROKU  	2023	03	03	48	000	C P 	31	76	25000000
ROKU  	2023	03	03	49	000	C P 	28	62	25000000
ROKU  	2023	03	03	50	000	C P 	36	84	25000000
ROKU  	2023	03	03	51	000	C P 	25	54	25000000
ROKU  	2023	03	03	52	000	C P 	52	37	25000000
ROKU  	2023	03	03	53	000	C P 	22	27	25000000
ROKU  	2023	03	03	54	000	C P 	39	115	25000000
ROKU  	2023	03	03	55	000	C P 	67	89	25000000
ROKU  	2023	03	03	56	000	C P 	70	63	25000000
ROKU  	2023	03	03	57	000	C P 	51	125	25000000
ROKU  	2023	03	03	58	000	C P 	65	16	25000000
ROKU  	2023	03	03	59	000	C P 	20	8	25000000
ROKU  	2023	03	03	60	000	C P 	63	48	25000000
ROKU  	2023	03	03	61	000	C P 	64	12	25000000
ROKU  	2023	03	03	62	000	C P 	62	31	25000000
ROKU  	2023	03	03	63	000	C P 	45	11	25000000
ROKU  	2023	03	03	64	000	C P 	53	55	25000000
ROKU  	2023	03	03	65	000	C P 	278	48	25000000
ROKU  	2023	03	03	66	000	C P 	71	4	25000000
ROKU  	2023	03	03	67	000	C P 	39	3	25000000
ROKU  	2023	03	03	68	000	C P 	25	2	25000000
ROKU  	2023	03	03	69	000	C P 	11	4	25000000
ROKU  	2023	03	03	70	000	C P 	145	20	25000000
ROKU  	2023	03	03	71	000	C P 	1	4	25000000
ROKU  	2023	03	03	72	000	C P 	5	6	25000000
ROKU  	2023	03	03	73	000	C P 	2	3	25000000
ROKU  	2023	03	03	74	000	C P 	9	0	25000000
ROKU  	2023	03	03	75	000	C P 	58	17	25000000
ROKU  	2023	03	03	76	000	C P 	2	1	25000000
ROKU  	2023	03	03	77	000	C P 	15	4	25000000
ROKU  	2023	03	03	78	000	C P 	11	0	25000000
ROKU  	2023	03	03	80	000	C P 	32	0	25000000
ROKU  	2023	03	03	85	000	C P 	77	5	25000000
