Series Search Results for ROKU

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
ROKU  		2023	02	17	20	000	C P 	0	361	25000000
ROKU  		2023	02	17	22	500	C P 	0	426	25000000
ROKU  		2023	02	17	25	000	C P 	0	2721	25000000
ROKU  		2023	02	17	30	000	C P 	0	5295	25000000
ROKU  		2023	02	17	35	000	C P 	0	6631	25000000
ROKU  		2023	02	17	36	000	C P 	0	1679	25000000
ROKU  		2023	02	17	36	500	C P 	0	736	25000000
ROKU  		2023	02	17	37	000	C P 	0	498	25000000
ROKU  		2023	02	17	37	500	C P 	0	893	25000000
ROKU  		2023	02	17	38	000	C P 	0	319	25000000
ROKU  		2023	02	17	38	500	C P 	0	81	25000000
ROKU  		2023	02	17	39	000	C P 	0	251	25000000
ROKU  		2023	02	17	40	000	C P 	0	3632	25000000
ROKU  		2023	02	17	41	000	C P 	0	1001	25000000
ROKU  		2023	02	17	42	000	C P 	0	1462	25000000
ROKU  		2023	02	17	43	000	C P 	0	792	25000000
ROKU  		2023	02	17	44	000	C P 	0	743	25000000
ROKU  		2023	02	17	45	000	C P 	0	4917	25000000
ROKU  		2023	02	17	45	500	C P 	0	373	25000000
ROKU  		2023	02	17	46	000	C P 	0	949	25000000
ROKU  		2023	02	17	46	500	C P 	0	270	25000000
ROKU  		2023	02	17	47	000	C P 	0	1060	25000000
ROKU  		2023	02	17	47	500	C P 	0	802	25000000
ROKU  		2023	02	17	48	000	C P 	0	1728	25000000
ROKU  		2023	02	17	48	500	C P 	0	345	25000000
ROKU  		2023	02	17	49	000	C P 	0	1120	25000000
ROKU  		2023	02	17	49	500	C P 	0	587	25000000
ROKU  		2023	02	17	50	000	C P 	0	4475	25000000
ROKU  		2023	02	17	51	000	C P 	0	2409	25000000
ROKU  		2023	02	17	52	000	C P 	0	1667	25000000
ROKU  		2023	02	17	53	000	C P 	0	1577	25000000
ROKU  		2023	02	17	54	000	C P 	0	1379	25000000
ROKU  		2023	02	17	55	000	C P 	0	2317	25000000
ROKU  		2023	02	17	56	000	C P 	0	1390	25000000
ROKU  		2023	02	17	57	000	C P 	0	996	25000000
ROKU  		2023	02	17	58	000	C P 	0	2868	25000000
ROKU  		2023	02	17	59	000	C P 	0	802	25000000
ROKU  		2023	02	17	60	000	C P 	0	2065	25000000
ROKU  		2023	02	17	61	000	C P 	0	519	25000000
ROKU  		2023	02	17	62	000	C P 	0	709	25000000
ROKU  		2023	02	17	63	000	C P 	0	889	25000000
ROKU  		2023	02	17	64	000	C P 	0	1559	25000000
ROKU  		2023	02	17	65	000	C P 	0	2428	25000000
ROKU  		2023	02	17	66	000	C P 	0	1224	25000000
ROKU  		2023	02	17	67	000	C P 	0	1702	25000000
ROKU  		2023	02	17	68	000	C P 	0	1951	25000000
ROKU  		2023	02	17	69	000	C P 	0	1899	25000000
ROKU  		2023	02	17	70	000	C P 	0	2098	25000000
ROKU  		2023	02	17	71	000	C P 	0	1102	25000000
ROKU  		2023	02	17	72	000	C P 	1766	0	25000000
ROKU  		2023	02	17	73	000	C P 	1207	0	25000000
ROKU  		2023	02	17	74	000	C P 	1428	0	25000000
ROKU  		2023	02	17	75	000	C P 	3965	0	25000000
ROKU  		2023	02	17	76	000	C P 	1712	0	25000000
ROKU  		2023	02	17	77	000	C P 	746	0	25000000
ROKU  		2023	02	17	78	000	C P 	1138	0	25000000
ROKU  		2023	02	17	79	000	C P 	1127	0	25000000
ROKU  		2023	02	17	80	000	C P 	4115	0	25000000
ROKU  		2023	02	17	81	000	C P 	1013	0	25000000
ROKU  		2023	02	17	82	000	C P 	1880	0	25000000
ROKU  		2023	02	17	83	000	C P 	1061	0	25000000
ROKU  		2023	02	17	84	000	C P 	608	0	25000000
ROKU  		2023	02	17	85	000	C P 	3812	0	25000000
ROKU  		2023	02	17	86	000	C P 	760	0	25000000
ROKU  		2023	02	17	87	000	C P 	1373	0	25000000
ROKU  		2023	02	17	90	000	C P 	5549	0	25000000
ROKU  		2023	02	17	95	000	C P 	2128	0	25000000
ROKU  		2023	02	17	100	000	C P 	1443	0	25000000
ROKU  		2023	02	24	25	000	C P 	4	2505	25000000
ROKU  		2023	02	24	30	000	C P 	30	205	25000000
ROKU  		2023	02	24	32	000	C P 	0	89	25000000
ROKU  		2023	02	24	33	000	C P 	0	133	25000000
ROKU  		2023	02	24	34	000	C P 	10	253	25000000
ROKU  		2023	02	24	35	000	C P 	5	621	25000000
ROKU  		2023	02	24	36	000	C P 	1	214	25000000
ROKU  		2023	02	24	36	500	C P 	1	71	25000000
ROKU  		2023	02	24	37	000	C P 	0	82	25000000
ROKU  		2023	02	24	37	500	C P 	0	53	25000000
ROKU  		2023	02	24	38	000	C P 	3	85	25000000
ROKU  		2023	02	24	38	500	C P 	0	12	25000000
ROKU  		2023	02	24	39	000	C P 	0	194	25000000
ROKU  		2023	02	24	39	500	C P 	2	11	25000000
ROKU  		2023	02	24	40	000	C P 	6	929	25000000
ROKU  		2023	02	24	40	500	C P 	1	8	25000000
ROKU  		2023	02	24	41	000	C P 	21	96	25000000
ROKU  		2023	02	24	41	500	C P 	4	116	25000000
