Series Search Results for ROKU

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
ROKU  		2023	02	03	20	000	C P 	0	91	25000000
ROKU  		2023	02	03	25	000	C P 	1	12	25000000
ROKU  		2023	02	03	29	000	C P 	4	8	25000000
ROKU  		2023	02	03	30	000	C P 	2	63	25000000
ROKU  		2023	02	03	31	000	C P 	2	30	25000000
ROKU  		2023	02	03	32	000	C P 	1	47	25000000
ROKU  		2023	02	03	33	000	C P 	1	39	25000000
ROKU  		2023	02	03	34	000	C P 	14	281	25000000
ROKU  		2023	02	03	35	000	C P 	6	227	25000000
ROKU  		2023	02	03	35	500	C P 	1	28	25000000
ROKU  		2023	02	03	36	000	C P 	2	177	25000000
ROKU  		2023	02	03	36	500	C P 	1	260	25000000
ROKU  		2023	02	03	37	000	C P 	3	526	25000000
ROKU  		2023	02	03	37	500	C P 	0	25	25000000
ROKU  		2023	02	03	38	000	C P 	2	1236	25000000
ROKU  		2023	02	03	38	500	C P 	4	84	25000000
ROKU  		2023	02	03	39	000	C P 	7	93	25000000
ROKU  		2023	02	03	39	500	C P 	21	9	25000000
ROKU  		2023	02	03	40	000	C P 	65	283	25000000
ROKU  		2023	02	03	40	500	C P 	2	15	25000000
ROKU  		2023	02	03	41	000	C P 	23	215	25000000
ROKU  		2023	02	03	41	500	C P 	1	184	25000000
ROKU  		2023	02	03	42	000	C P 	28	355	25000000
ROKU  		2023	02	03	42	500	C P 	1	140	25000000
ROKU  		2023	02	03	43	000	C P 	65	448	25000000
ROKU  		2023	02	03	43	500	C P 	3	306	25000000
ROKU  		2023	02	03	44	000	C P 	88	799	25000000
ROKU  		2023	02	03	44	500	C P 	32	434	25000000
ROKU  		2023	02	03	45	000	C P 	93	1456	25000000
ROKU  		2023	02	03	45	500	C P 	21	447	25000000
ROKU  		2023	02	03	46	000	C P 	91	380	25000000
ROKU  		2023	02	03	46	500	C P 	25	375	25000000
ROKU  		2023	02	03	47	000	C P 	2278	377	25000000
ROKU  		2023	02	03	47	500	C P 	62	242	25000000
ROKU  		2023	02	03	48	000	C P 	2557	641	25000000
ROKU  		2023	02	03	48	500	C P 	59	472	25000000
ROKU  		2023	02	03	49	000	C P 	3862	889	25000000
ROKU  		2023	02	03	49	500	C P 	385	480	25000000
ROKU  		2023	02	03	50	000	C P 	790	2118	25000000
ROKU  		2023	02	03	51	000	C P 	5349	852	25000000
ROKU  		2023	02	03	52	000	C P 	856	1013	25000000
ROKU  		2023	02	03	53	000	C P 	859	1478	25000000
ROKU  		2023	02	03	54	000	C P 	924	708	25000000
ROKU  		2023	02	03	55	000	C P 	1170	1114	25000000
ROKU  		2023	02	03	56	000	C P 	2717	1312	25000000
ROKU  		2023	02	03	57	000	C P 	5489	858	25000000
ROKU  		2023	02	03	58	000	C P 	2695	627	25000000
ROKU  		2023	02	03	59	000	C P 	3827	580	25000000
ROKU  		2023	02	03	60	000	C P 	9577	278	25000000
ROKU  		2023	02	03	61	000	C P 	647	155	25000000
ROKU  		2023	02	03	62	000	C P 	993	171	25000000
ROKU  		2023	02	03	63	000	C P 	1027	74	25000000
ROKU  		2023	02	03	64	000	C P 	619	5	25000000
ROKU  		2023	02	03	65	000	C P 	925	35	25000000
ROKU  		2023	02	03	66	000	C P 	294	6	25000000
ROKU  		2023	02	03	67	000	C P 	318	7	25000000
ROKU  		2023	02	03	68	000	C P 	152	0	25000000
ROKU  		2023	02	03	69	000	C P 	151	4	25000000
ROKU  		2023	02	03	70	000	C P 	742	11	25000000
ROKU  		2023	02	03	71	000	C P 	431	0	25000000
ROKU  		2023	02	03	72	000	C P 	92	0	25000000
ROKU  		2023	02	03	73	000	C P 	10	0	25000000
ROKU  		2023	02	03	74	000	C P 	0	0	25000000
ROKU  		2023	02	03	75	000	C P 	631	1	25000000
ROKU  		2023	02	03	76	000	C P 	0	0	25000000
ROKU  		2023	02	03	77	000	C P 	0	0	25000000
ROKU  		2023	02	03	78	000	C P 	0	0	25000000
ROKU  		2023	02	03	79	000	C P 	0	0	25000000
ROKU  		2023	02	03	80	000	C P 	0	0	25000000
ROKU  		2023	02	03	81	000	C P 	0	0	25000000
ROKU  		2023	02	03	82	000	C P 	0	0	25000000
ROKU  		2023	02	03	83	000	C P 	0	0	25000000
ROKU  		2023	02	03	84	000	C P 	0	0	25000000
ROKU  		2023	02	03	85	000	C P 	0	0	25000000
ROKU  		2023	02	03	86	000	C P 	0	0	25000000
ROKU  		2023	02	03	87	000	C P 	0	0	25000000
ROKU  		2023	02	10	25	000	C P 	0	360	25000000
ROKU  		2023	02	10	29	000	C P 	0	28	25000000
ROKU  		2023	02	10	30	000	C P 	0	603	25000000
ROKU  		2023	02	10	31	000	C P 	1	79	25000000
ROKU  		2023	02	10	32	000	C P 	0	1219	25000000
ROKU  		2023	02	10	33	000	C P 	0	762	25000000
ROKU  		2023	02	10	34	000	C P 	7	54	25000000
ROKU  		2023	02	10	35	000	C P 	5	124	25000000
ROKU  		2023	02	10	36	000	C P 	0	56	25000000
ROKU  		2023	02	10	37	000	C P 	1	178	25000000
ROKU  		2023	02	10	38	000	C P 	1	554	25000000
ROKU  		2023	02	10	38	500	C P 	0	240	25000000
ROKU  		2023	02	10	39	000	C P 	0	289	25000000
ROKU  		2023	02	10	39	500	C P 	2	0	25000000
ROKU  		2023	02	10	40	000	C P 	2005	2229	25000000
ROKU  		2023	02	10	40	500	C P 	6	0	25000000
ROKU  		2023	02	10	41	000	C P 	19	148	25000000
ROKU  		2023	02	10	41	500	C P 	0	8	25000000
ROKU  		2023	02	10	42	000	C P 	15	331	25000000
ROKU  		2023	02	10	42	500	C P 	0	9	25000000
ROKU  		2023	02	10	43	000	C P 	43	172	25000000
ROKU  		2023	02	10	43	500	C P 	2	1	25000000
ROKU  		2023	02	10	44	000	C P 	107	986	25000000
ROKU  		2023	02	10	44	500	C P 	2	1	25000000
ROKU  		2023	02	10	45	000	C P 	109	237	25000000
ROKU  		2023	02	10	45	500	C P 	7	49	25000000
ROKU  		2023	02	10	46	000	C P 	497	150	25000000
ROKU  		2023	02	10	46	500	C P 	15	63	25000000
ROKU  		2023	02	10	47	000	C P 	87	1291	25000000
ROKU  		2023	02	10	47	500	C P 	18	124	25000000
ROKU  		2023	02	10	48	000	C P 	108	204	25000000
ROKU  		2023	02	10	48	500	C P 	16	244	25000000
ROKU  		2023	02	10	49	000	C P 	104	200	25000000
ROKU  		2023	02	10	49	500	C P 	54	91	25000000
ROKU  		2023	02	10	50	000	C P 	184	721	25000000
ROKU  		2023	02	10	51	000	C P 	176	263	25000000
ROKU  		2023	02	10	52	000	C P 	462	386	25000000
