Series Search Results for ROKU

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
ROKU  		2023	02	10	25	000	C P 	0	360	25000000
ROKU  		2023	02	10	29	000	C P 	0	28	25000000
ROKU  		2023	02	10	30	000	C P 	0	603	25000000
ROKU  		2023	02	10	31	000	C P 	0	79	25000000
ROKU  		2023	02	10	32	000	C P 	0	1219	25000000
ROKU  		2023	02	10	33	000	C P 	0	762	25000000
ROKU  		2023	02	10	34	000	C P 	0	54	25000000
ROKU  		2023	02	10	35	000	C P 	0	118	25000000
ROKU  		2023	02	10	36	000	C P 	0	56	25000000
ROKU  		2023	02	10	37	000	C P 	0	175	25000000
ROKU  		2023	02	10	38	000	C P 	0	554	25000000
ROKU  		2023	02	10	38	500	C P 	0	240	25000000
ROKU  		2023	02	10	39	000	C P 	0	284	25000000
ROKU  		2023	02	10	39	500	C P 	0	0	25000000
ROKU  		2023	02	10	40	000	C P 	0	2187	25000000
ROKU  		2023	02	10	40	500	C P 	0	3	25000000
ROKU  		2023	02	10	41	000	C P 	0	139	25000000
ROKU  		2023	02	10	41	500	C P 	0	8	25000000
ROKU  		2023	02	10	42	000	C P 	0	309	25000000
ROKU  		2023	02	10	42	500	C P 	0	9	25000000
ROKU  		2023	02	10	43	000	C P 	0	156	25000000
ROKU  		2023	02	10	43	500	C P 	0	12	25000000
ROKU  		2023	02	10	44	000	C P 	0	917	25000000
ROKU  		2023	02	10	44	500	C P 	0	1	25000000
ROKU  		2023	02	10	45	000	C P 	0	447	25000000
ROKU  		2023	02	10	45	500	C P 	0	45	25000000
ROKU  		2023	02	10	46	000	C P 	0	248	25000000
ROKU  		2023	02	10	46	500	C P 	0	547	25000000
ROKU  		2023	02	10	47	000	C P 	0	1022	25000000
ROKU  		2023	02	10	47	500	C P 	0	577	25000000
ROKU  		2023	02	10	48	000	C P 	0	530	25000000
ROKU  		2023	02	10	48	500	C P 	0	230	25000000
ROKU  		2023	02	10	49	000	C P 	0	198	25000000
ROKU  		2023	02	10	49	500	C P 	0	94	25000000
ROKU  		2023	02	10	50	000	C P 	0	627	25000000
ROKU  		2023	02	10	51	000	C P 	0	1389	25000000
ROKU  		2023	02	10	52	000	C P 	0	628	25000000
ROKU  		2023	02	10	53	000	C P 	0	870	25000000
ROKU  		2023	02	10	54	000	C P 	0	887	25000000
ROKU  		2023	02	10	55	000	C P 	666	0	25000000
ROKU  		2023	02	10	56	000	C P 	1364	0	25000000
ROKU  		2023	02	10	57	000	C P 	967	0	25000000
ROKU  		2023	02	10	58	000	C P 	1021	0	25000000
ROKU  		2023	02	10	59	000	C P 	1041	0	25000000
ROKU  		2023	02	10	60	000	C P 	1335	0	25000000
ROKU  		2023	02	10	61	000	C P 	1268	0	25000000
ROKU  		2023	02	10	62	000	C P 	1144	0	25000000
ROKU  		2023	02	10	63	000	C P 	1494	0	25000000
ROKU  		2023	02	10	64	000	C P 	1092	0	25000000
ROKU  		2023	02	10	65	000	C P 	3397	0	25000000
ROKU  		2023	02	10	66	000	C P 	2254	0	25000000
ROKU  		2023	02	10	67	000	C P 	1025	0	25000000
ROKU  		2023	02	10	68	000	C P 	552	0	25000000
ROKU  		2023	02	10	69	000	C P 	764	0	25000000
ROKU  		2023	02	10	70	000	C P 	2454	0	25000000
ROKU  		2023	02	10	71	000	C P 	530	0	25000000
ROKU  		2023	02	10	72	000	C P 	3550	0	25000000
ROKU  		2023	02	10	73	000	C P 	284	0	25000000
ROKU  		2023	02	10	74	000	C P 	86	0	25000000
ROKU  		2023	02	10	75	000	C P 	1331	0	25000000
ROKU  		2023	02	10	76	000	C P 	134	0	25000000
ROKU  		2023	02	10	77	000	C P 	69	0	25000000
ROKU  		2023	02	10	78	000	C P 	201	0	25000000
ROKU  		2023	02	10	79	000	C P 	110	0	25000000
ROKU  		2023	02	10	80	000	C P 	647	0	25000000
ROKU  		2023	02	10	81	000	C P 	36	0	25000000
ROKU  		2023	02	10	82	000	C P 	42	0	25000000
ROKU  		2023	02	10	83	000	C P 	47	0	25000000
ROKU  		2023	02	10	84	000	C P 	174	0	25000000
ROKU  		2023	02	10	85	000	C P 	90	0	25000000
ROKU  		2023	02	10	86	000	C P 	242	0	25000000
ROKU  		2023	02	10	87	000	C P 	109	0	25000000
ROKU  		2023	02	10	90	000	C P 	20	0	25000000
ROKU  		2023	02	10	95	000	C P 	23	0	25000000
ROKU  		2023	02	10	100	000	C P 	0	0	25000000
ROKU  		2023	02	17	20	000	C P 	1	363	25000000
ROKU  		2023	02	17	22	500	C P 	20	428	25000000
ROKU  		2023	02	17	25	000	C P 	17	2725	25000000
ROKU  		2023	02	17	30	000	C P 	94	5215	25000000
ROKU  		2023	02	17	35	000	C P 	85	5853	25000000
ROKU  		2023	02	17	40	000	C P 	757	2798	25000000
ROKU  		2023	02	17	41	000	C P 	0	11	25000000
ROKU  		2023	02	17	42	000	C P 	18	393	25000000
ROKU  		2023	02	17	43	000	C P 	7	793	25000000
ROKU  		2023	02	17	44	000	C P 	16	206	25000000
ROKU  		2023	02	17	45	000	C P 	1297	4370	25000000
ROKU  		2023	02	17	45	500	C P 	41	220	25000000
ROKU  		2023	02	17	46	000	C P 	70	357	25000000
ROKU  		2023	02	17	46	500	C P 	33	236	25000000
ROKU  		2023	02	17	47	000	C P 	74	831	25000000
ROKU  		2023	02	17	47	500	C P 	47	657	25000000
ROKU  		2023	02	17	48	000	C P 	32	1615	25000000
ROKU  		2023	02	17	48	500	C P 	34	270	25000000
ROKU  		2023	02	17	49	000	C P 	161	496	25000000
ROKU  		2023	02	17	49	500	C P 	156	490	25000000
ROKU  		2023	02	17	50	000	C P 	2164	3685	25000000
ROKU  		2023	02	17	51	000	C P 	274	1593	25000000
ROKU  		2023	02	17	52	000	C P 	107	1000	25000000
ROKU  		2023	02	17	53	000	C P 	107	600	25000000
ROKU  		2023	02	17	54	000	C P 	368	807	25000000
ROKU  		2023	02	17	55	000	C P 	2386	1569	25000000
ROKU  		2023	02	17	56	000	C P 	552	432	25000000
ROKU  		2023	02	17	57	000	C P 	910	216	25000000
ROKU  		2023	02	17	58	000	C P 	431	523	25000000
ROKU  		2023	02	17	59	000	C P 	596	329	25000000
ROKU  		2023	02	17	60	000	C P 	3233	1142	25000000
ROKU  		2023	02	17	61	000	C P 	1644	181	25000000
ROKU  		2023	02	17	62	000	C P 	664	231	25000000
ROKU  		2023	02	17	63	000	C P 	623	157	25000000
ROKU  		2023	02	17	64	000	C P 	596	301	25000000
ROKU  		2023	02	17	65	000	C P 	5045	1095	25000000
ROKU  		2023	02	17	66	000	C P 	591	191	25000000
ROKU  		2023	02	17	67	000	C P 	883	567	25000000
ROKU  		2023	02	17	68	000	C P 	451	288	25000000
ROKU  		2023	02	17	69	000	C P 	315	256	25000000
ROKU  		2023	02	17	70	000	C P 	1923	291	25000000
ROKU  		2023	02	17	71	000	C P 	206	82	25000000
ROKU  		2023	02	17	72	000	C P 	749	98	25000000
ROKU  		2023	02	17	73	000	C P 	191	87	25000000
ROKU  		2023	02	17	74	000	C P 	573	147	25000000
ROKU  		2023	02	17	75	000	C P 	1737	164	25000000
ROKU  		2023	02	17	76	000	C P 	252	25	25000000
ROKU  		2023	02	17	77	000	C P 	165	46	25000000
ROKU  		2023	02	17	78	000	C P 	182	37	25000000
ROKU  		2023	02	17	79	000	C P 	90	27	25000000
ROKU  		2023	02	17	80	000	C P 	754	21	25000000
ROKU  		2023	02	17	81	000	C P 	148	37	25000000
ROKU  		2023	02	17	82	000	C P 	672	30	25000000
ROKU  		2023	02	17	83	000	C P 	97	20	25000000
ROKU  		2023	02	17	84	000	C P 	159	9	25000000
ROKU  		2023	02	17	85	000	C P 	3633	61	25000000
ROKU  		2023	02	17	86	000	C P 	23	21	25000000
ROKU  		2023	02	17	87	000	C P 	202	34	25000000
ROKU  		2023	02	17	90	000	C P 	3257	23	25000000
ROKU  		2023	02	17	95	000	C P 	109	0	25000000
ROKU  		2023	02	17	100	000	C P 	507	0	25000000
ROKU  		2023	02	24	25	000	C P 	4	2503	25000000
ROKU  		2023	02	24	30	000	C P 	1	178	25000000
ROKU  		2023	02	24	32	000	C P 	0	89	25000000
ROKU  		2023	02	24	33	000	C P 	0	32	25000000
ROKU  		2023	02	24	34	000	C P 	10	246	25000000
