Series Search Results for ROKU

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
ROKU  		2023	02	03	20	000	C P 	0	91	25000000
ROKU  		2023	02	03	25	000	C P 	1	12	25000000
ROKU  		2023	02	03	29	000	C P 	4	8	25000000
ROKU  		2023	02	03	30	000	C P 	2	63	25000000
ROKU  		2023	02	03	31	000	C P 	1	30	25000000
ROKU  		2023	02	03	32	000	C P 	1	47	25000000
ROKU  		2023	02	03	33	000	C P 	1	39	25000000
ROKU  		2023	02	03	34	000	C P 	14	281	25000000
ROKU  		2023	02	03	35	000	C P 	6	227	25000000
ROKU  		2023	02	03	35	500	C P 	1	28	25000000
ROKU  		2023	02	03	36	000	C P 	2	177	25000000
ROKU  		2023	02	03	36	500	C P 	1	260	25000000
ROKU  		2023	02	03	37	000	C P 	3	526	25000000
ROKU  		2023	02	03	37	500	C P 	0	25	25000000
ROKU  		2023	02	03	38	000	C P 	2	1236	25000000
ROKU  		2023	02	03	38	500	C P 	3	84	25000000
ROKU  		2023	02	03	39	000	C P 	8	93	25000000
ROKU  		2023	02	03	39	500	C P 	19	9	25000000
ROKU  		2023	02	03	40	000	C P 	55	282	25000000
ROKU  		2023	02	03	40	500	C P 	2	15	25000000
ROKU  		2023	02	03	41	000	C P 	19	215	25000000
ROKU  		2023	02	03	41	500	C P 	2	184	25000000
ROKU  		2023	02	03	42	000	C P 	26	354	25000000
ROKU  		2023	02	03	42	500	C P 	1	140	25000000
ROKU  		2023	02	03	43	000	C P 	58	448	25000000
ROKU  		2023	02	03	43	500	C P 	3	306	25000000
ROKU  		2023	02	03	44	000	C P 	87	787	25000000
ROKU  		2023	02	03	44	500	C P 	31	434	25000000
ROKU  		2023	02	03	45	000	C P 	89	1450	25000000
ROKU  		2023	02	03	45	500	C P 	11	442	25000000
ROKU  		2023	02	03	46	000	C P 	91	379	25000000
ROKU  		2023	02	03	46	500	C P 	25	370	25000000
ROKU  		2023	02	03	47	000	C P 	2276	333	25000000
ROKU  		2023	02	03	47	500	C P 	59	241	25000000
ROKU  		2023	02	03	48	000	C P 	2555	628	25000000
ROKU  		2023	02	03	48	500	C P 	40	471	25000000
ROKU  		2023	02	03	49	000	C P 	3861	883	25000000
ROKU  		2023	02	03	49	500	C P 	385	462	25000000
ROKU  		2023	02	03	50	000	C P 	777	2069	25000000
ROKU  		2023	02	03	51	000	C P 	794	779	25000000
ROKU  		2023	02	03	52	000	C P 	846	982	25000000
ROKU  		2023	02	03	53	000	C P 	832	1429	25000000
ROKU  		2023	02	03	54	000	C P 	851	656	25000000
ROKU  		2023	02	03	55	000	C P 	1085	964	25000000
ROKU  		2023	02	03	56	000	C P 	2586	1000	25000000
ROKU  		2023	02	03	57	000	C P 	5418	669	25000000
ROKU  		2023	02	03	58	000	C P 	2429	740	25000000
ROKU  		2023	02	03	59	000	C P 	3755	669	25000000
ROKU  		2023	02	03	60	000	C P 	9248	921	25000000
ROKU  		2023	02	03	61	000	C P 	647	967	25000000
ROKU  		2023	02	03	62	000	C P 	995	578	25000000
ROKU  		2023	02	03	63	000	C P 	1026	507	25000000
ROKU  		2023	02	03	64	000	C P 	614	436	25000000
ROKU  		2023	02	03	65	000	C P 	1125	454	25000000
ROKU  		2023	02	03	66	000	C P 	703	208	25000000
ROKU  		2023	02	03	67	000	C P 	1266	89	25000000
ROKU  		2023	02	03	68	000	C P 	336	13	25000000
ROKU  		2023	02	03	69	000	C P 	386	21	25000000
ROKU  		2023	02	03	70	000	C P 	727	88	25000000
ROKU  		2023	02	03	71	000	C P 	343	0	25000000
ROKU  		2023	02	03	72	000	C P 	180	1	25000000
ROKU  		2023	02	03	73	000	C P 	188	0	25000000
ROKU  		2023	02	03	74	000	C P 	95	0	25000000
ROKU  		2023	02	03	75	000	C P 	356	21	25000000
ROKU  		2023	02	03	76	000	C P 	13	0	25000000
ROKU  		2023	02	03	77	000	C P 	100	0	25000000
ROKU  		2023	02	03	78	000	C P 	66	0	25000000
ROKU  		2023	02	03	79	000	C P 	27	0	25000000
ROKU  		2023	02	03	80	000	C P 	2	37	25000000
ROKU  		2023	02	03	81	000	C P 	0	0	25000000
ROKU  		2023	02	03	82	000	C P 	0	0	25000000
ROKU  		2023	02	03	83	000	C P 	0	0	25000000
ROKU  		2023	02	03	84	000	C P 	0	0	25000000
ROKU  		2023	02	03	85	000	C P 	0	0	25000000
ROKU  		2023	02	03	86	000	C P 	0	0	25000000
ROKU  		2023	02	03	87	000	C P 	0	0	25000000
ROKU  		2023	02	10	25	000	C P 	0	360	25000000
ROKU  		2023	02	10	29	000	C P 	0	28	25000000
ROKU  		2023	02	10	30	000	C P 	0	603	25000000
ROKU  		2023	02	10	31	000	C P 	1	79	25000000
ROKU  		2023	02	10	32	000	C P 	0	1219	25000000
ROKU  		2023	02	10	33	000	C P 	0	762	25000000
ROKU  		2023	02	10	34	000	C P 	7	54	25000000
ROKU  		2023	02	10	35	000	C P 	5	118	25000000
ROKU  		2023	02	10	36	000	C P 	0	56	25000000
ROKU  		2023	02	10	37	000	C P 	1	176	25000000
ROKU  		2023	02	10	38	000	C P 	1	554	25000000
ROKU  		2023	02	10	38	500	C P 	0	240	25000000
ROKU  		2023	02	10	39	000	C P 	0	289	25000000
ROKU  		2023	02	10	39	500	C P 	2	0	25000000
ROKU  		2023	02	10	40	000	C P 	2005	2197	25000000
ROKU  		2023	02	10	40	500	C P 	6	3	25000000
ROKU  		2023	02	10	41	000	C P 	19	148	25000000
ROKU  		2023	02	10	41	500	C P 	0	8	25000000
ROKU  		2023	02	10	42	000	C P 	15	309	25000000
ROKU  		2023	02	10	42	500	C P 	1	9	25000000
ROKU  		2023	02	10	43	000	C P 	43	158	25000000
ROKU  		2023	02	10	43	500	C P 	2	12	25000000
ROKU  		2023	02	10	44	000	C P 	107	931	25000000
ROKU  		2023	02	10	44	500	C P 	4	1	25000000
ROKU  		2023	02	10	45	000	C P 	107	230	25000000
ROKU  		2023	02	10	45	500	C P 	17	47	25000000
ROKU  		2023	02	10	46	000	C P 	497	137	25000000
ROKU  		2023	02	10	46	500	C P 	15	63	25000000
ROKU  		2023	02	10	47	000	C P 	87	913	25000000
ROKU  		2023	02	10	47	500	C P 	18	124	25000000
ROKU  		2023	02	10	48	000	C P 	110	197	25000000
ROKU  		2023	02	10	48	500	C P 	16	242	25000000
ROKU  		2023	02	10	49	000	C P 	103	197	25000000
ROKU  		2023	02	10	49	500	C P 	55	91	25000000
ROKU  		2023	02	10	50	000	C P 	211	611	25000000
ROKU  		2023	02	10	51	000	C P 	175	242	25000000
ROKU  		2023	02	10	52	000	C P 	448	386	25000000
