ProductSymbol	Year	Month	Day	Integer	Dec	C/P	Call	Put	PositionLimit	
TSLA  	2023	01	27	15	000	C P 	0	24	75000000
TSLA  	2023	01	27	20	000	C P 	0	37	75000000
TSLA  	2023	01	27	25	000	C P 	0	136	75000000
TSLA  	2023	01	27	30	000	C P 	0	366	75000000
TSLA  	2023	01	27	35	000	C P 	0	275	75000000
TSLA  	2023	01	27	40	000	C P 	0	1829	75000000
TSLA  	2023	01	27	45	000	C P 	0	126	75000000
TSLA  	2023	01	27	50	000	C P 	0	2495	75000000
TSLA  	2023	01	27	55	000	C P 	0	2886	75000000
TSLA  	2023	01	27	60	000	C P 	0	3623	75000000
TSLA  	2023	01	27	65	000	C P 	0	6221	75000000
TSLA  	2023	01	27	70	000	C P 	0	14291	75000000
TSLA  	2023	01	27	75	000	C P 	0	6915	75000000
TSLA  	2023	01	27	80	000	C P 	0	12284	75000000
TSLA  	2023	01	27	85	000	C P 	0	21621	75000000
TSLA  	2023	01	27	86	000	C P 	0	2413	75000000
TSLA  	2023	01	27	87	000	C P 	0	715	75000000
TSLA  	2023	01	27	88	000	C P 	0	2305	75000000
TSLA  	2023	01	27	89	000	C P 	0	2618	75000000
TSLA  	2023	01	27	90	000	C P 	0	9526	75000000
TSLA  	2023	01	27	91	000	C P 	0	3671	75000000
TSLA  	2023	01	27	92	000	C P 	0	1098	75000000
TSLA  	2023	01	27	93	000	C P 	0	647	75000000
TSLA  	2023	01	27	94	000	C P 	0	1646	75000000
TSLA  	2023	01	27	95	000	C P 	0	5719	75000000
TSLA  	2023	01	27	96	000	C P 	0	555	75000000
TSLA  	2023	01	27	97	000	C P 	0	1128	75000000
TSLA  	2023	01	27	98	000	C P 	0	4962	75000000
TSLA  	2023	01	27	99	000	C P 	0	2206	75000000
TSLA  	2023	01	27	100	000	C P 	0	33987	75000000
TSLA  	2023	01	27	101	000	C P 	0	1457	75000000
TSLA  	2023	01	27	102	000	C P 	0	2011	75000000
TSLA  	2023	01	27	103	000	C P 	0	2040	75000000
TSLA  	2023	01	27	104	000	C P 	0	1735	75000000
TSLA  	2023	01	27	105	000	C P 	0	9495	75000000
TSLA  	2023	01	27	106	000	C P 	0	2417	75000000
TSLA  	2023	01	27	107	000	C P 	0	3145	75000000
TSLA  	2023	01	27	108	000	C P 	0	3435	75000000
TSLA  	2023	01	27	109	000	C P 	0	2807	75000000
TSLA  	2023	01	27	110	000	C P 	0	18655	75000000
TSLA  	2023	01	27	111	000	C P 	0	3691	75000000
TSLA  	2023	01	27	112	000	C P 	0	3945	75000000
TSLA  	2023	01	27	113	000	C P 	0	3524	75000000
TSLA  	2023	01	27	114	000	C P 	0	2767	75000000
TSLA  	2023	01	27	115	000	C P 	0	11429	75000000
TSLA  	2023	01	27	116	000	C P 	0	6191	75000000
TSLA  	2023	01	27	117	000	C P 	0	3551	75000000
TSLA  	2023	01	27	118	000	C P 	0	2491	75000000
TSLA  	2023	01	27	119	000	C P 	0	3748	75000000
TSLA  	2023	01	27	120	000	C P 	0	25892	75000000
TSLA  	2023	01	27	121	000	C P 	0	4582	75000000
TSLA  	2023	01	27	122	000	C P 	0	4129	75000000
TSLA  	2023	01	27	123	000	C P 	0	4187	75000000
TSLA  	2023	01	27	124	000	C P 	0	6486	75000000
TSLA  	2023	01	27	125	000	C P 	0	21241	75000000
TSLA  	2023	01	27	126	000	C P 	0	4159	75000000
TSLA  	2023	01	27	127	000	C P 	0	8196	75000000
TSLA  	2023	01	27	128	000	C P 	0	7613	75000000
TSLA  	2023	01	27	129	000	C P 	0	4239	75000000
TSLA  	2023	01	27	130	000	C P 	0	25879	75000000
TSLA  	2023	01	27	131	000	C P 	0	10243	75000000
TSLA  	2023	01	27	132	000	C P 	0	5869	75000000
TSLA  	2023	01	27	133	000	C P 	0	3690	75000000
TSLA  	2023	01	27	134	000	C P 	0	3546	75000000
TSLA  	2023	01	27	135	000	C P 	0	13703	75000000
TSLA  	2023	01	27	136	000	C P 	0	4921	75000000
TSLA  	2023	01	27	137	000	C P 	0	4681	75000000
TSLA  	2023	01	27	138	000	C P 	0	5572	75000000
TSLA  	2023	01	27	139	000	C P 	0	3709	75000000
TSLA  	2023	01	27	140	000	C P 	0	24209	75000000
TSLA  	2023	01	27	141	000	C P 	0	5628	75000000
TSLA  	2023	01	27	142	000	C P 	0	5773	75000000
TSLA  	2023	01	27	143	000	C P 	0	7533	75000000
TSLA  	2023	01	27	144	000	C P 	0	9961	75000000
TSLA  	2023	01	27	145	000	C P 	0	25140	75000000
TSLA  	2023	01	27	146	000	C P 	0	5651	75000000
TSLA  	2023	01	27	147	000	C P 	0	5629	75000000
TSLA  	2023	01	27	148	000	C P 	0	6018	75000000
TSLA  	2023	01	27	149	000	C P 	0	5263	75000000
