Series Search Results for TSLA

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
TSLA  		2023	02	17	15	000	C P 	171	311	75000000
TSLA  		2023	02	17	20	000	C P 	35	46	75000000
TSLA  		2023	02	17	25	000	C P 	4	99	75000000
TSLA  		2023	02	17	30	000	C P 	71	2723	75000000
TSLA  		2023	02	17	35	000	C P 	0	5414	75000000
TSLA  		2023	02	17	40	000	C P 	163	10382	75000000
TSLA  		2023	02	17	45	000	C P 	0	1739	75000000
TSLA  		2023	02	17	50	000	C P 	850	17127	75000000
TSLA  		2023	02	17	55	000	C P 	43	5311	75000000
TSLA  		2023	02	17	60	000	C P 	318	9057	75000000
TSLA  		2023	02	17	65	000	C P 	28	6534	75000000
TSLA  		2023	02	17	70	000	C P 	72	54688	75000000
TSLA  		2023	02	17	75	000	C P 	124	7673	75000000
TSLA  		2023	02	17	80	000	C P 	188	52816	75000000
TSLA  		2023	02	17	85	000	C P 	222	14037	75000000
TSLA  		2023	02	17	90	000	C P 	283	17202	75000000
TSLA  		2023	02	17	95	000	C P 	822	20294	75000000
TSLA  		2023	02	17	100	000	C P 	3230	39629	75000000
TSLA  		2023	02	17	105	000	C P 	20714	29916	75000000
TSLA  		2023	02	17	110	000	C P 	3343	26875	75000000
TSLA  		2023	02	17	115	000	C P 	15292	29288	75000000
TSLA  		2023	02	17	118	000	C P 	297	2550	75000000
TSLA  		2023	02	17	119	000	C P 	22	5305	75000000
TSLA  		2023	02	17	120	000	C P 	25636	64686	75000000
TSLA  		2023	02	17	121	000	C P 	42	2015	75000000
TSLA  		2023	02	17	122	000	C P 	184	1281	75000000
TSLA  		2023	02	17	123	000	C P 	126	2416	75000000
TSLA  		2023	02	17	124	000	C P 	48	3102	75000000
TSLA  		2023	02	17	125	000	C P 	12157	17981	75000000
TSLA  		2023	02	17	126	000	C P 	43	1289	75000000
TSLA  		2023	02	17	127	000	C P 	78	1563	75000000
TSLA  		2023	02	17	128	000	C P 	52	2771	75000000
TSLA  		2023	02	17	129	000	C P 	93	2084	75000000
TSLA  		2023	02	17	130	000	C P 	13403	15743	75000000
TSLA  		2023	02	17	131	000	C P 	149	1398	75000000
TSLA  		2023	02	17	132	000	C P 	227	2476	75000000
TSLA  		2023	02	17	133	000	C P 	71	1933	75000000
TSLA  		2023	02	17	134	000	C P 	430	3452	75000000
TSLA  		2023	02	17	135	000	C P 	7600	11901	75000000
TSLA  		2023	02	17	136	000	C P 	1443	4542	75000000
TSLA  		2023	02	17	137	000	C P 	868	1969	75000000
TSLA  		2023	02	17	138	000	C P 	1247	4464	75000000
TSLA  		2023	02	17	139	000	C P 	978	1778	75000000
TSLA  		2023	02	17	140	000	C P 	7831	16581	75000000
TSLA  		2023	02	17	141	000	C P 	681	3623	75000000
TSLA  		2023	02	17	142	000	C P 	1006	2683	75000000
TSLA  		2023	02	17	143	000	C P 	385	1730	75000000
TSLA  		2023	02	17	144	000	C P 	322	2827	75000000
TSLA  		2023	02	17	145	000	C P 	11658	24111	75000000
TSLA  		2023	02	17	146	000	C P 	1802	3023	75000000
TSLA  		2023	02	17	147	000	C P 	549	5672	75000000
TSLA  		2023	02	17	148	000	C P 	241	3703	75000000
TSLA  		2023	02	17	149	000	C P 	446	4745	75000000
TSLA  		2023	02	17	150	000	C P 	14995	37683	75000000
TSLA  		2023	02	17	152	500	C P 	1023	4738	75000000
TSLA  		2023	02	17	155	000	C P 	9003	14906	75000000
TSLA  		2023	02	17	157	500	C P 	1648	6548	75000000
