ProductSymbol	Year	Month	Day	Integer	Dec	C/P	Call	Put	PositionLimit	
TSLA  	2023	02	03	15	000	C P 	0	316	75000000
TSLA  	2023	02	03	20	000	C P 	0	601	75000000
TSLA  	2023	02	03	25	000	C P 	0	93	75000000
TSLA  	2023	02	03	30	000	C P 	0	379	75000000
TSLA  	2023	02	03	35	000	C P 	0	1722	75000000
TSLA  	2023	02	03	40	000	C P 	0	415	75000000
TSLA  	2023	02	03	45	000	C P 	0	1879	75000000
TSLA  	2023	02	03	50	000	C P 	0	3236	75000000
TSLA  	2023	02	03	55	000	C P 	0	1060	75000000
TSLA  	2023	02	03	60	000	C P 	0	4420	75000000
TSLA  	2023	02	03	65	000	C P 	0	1493	75000000
TSLA  	2023	02	03	70	000	C P 	0	4099	75000000
TSLA  	2023	02	03	75	000	C P 	0	3381	75000000
TSLA  	2023	02	03	80	000	C P 	0	5856	75000000
TSLA  	2023	02	03	85	000	C P 	0	14039	75000000
TSLA  	2023	02	03	86	000	C P 	0	3731	75000000
TSLA  	2023	02	03	87	000	C P 	0	545	75000000
TSLA  	2023	02	03	88	000	C P 	0	10433	75000000
TSLA  	2023	02	03	89	000	C P 	0	5614	75000000
TSLA  	2023	02	03	90	000	C P 	0	8014	75000000
TSLA  	2023	02	03	91	000	C P 	0	101	75000000
TSLA  	2023	02	03	92	000	C P 	0	111	75000000
TSLA  	2023	02	03	93	000	C P 	0	1591	75000000
TSLA  	2023	02	03	94	000	C P 	0	1384	75000000
TSLA  	2023	02	03	95	000	C P 	0	2178	75000000
TSLA  	2023	02	03	96	000	C P 	0	1760	75000000
TSLA  	2023	02	03	97	000	C P 	0	844	75000000
TSLA  	2023	02	03	98	000	C P 	0	512	75000000
TSLA  	2023	02	03	99	000	C P 	0	1302	75000000
TSLA  	2023	02	03	100	000	C P 	0	8337	75000000
TSLA  	2023	02	03	101	000	C P 	0	570	75000000
TSLA  	2023	02	03	102	000	C P 	0	1541	75000000
TSLA  	2023	02	03	103	000	C P 	0	925	75000000
TSLA  	2023	02	03	104	000	C P 	0	1035	75000000
TSLA  	2023	02	03	105	000	C P 	0	4222	75000000
TSLA  	2023	02	03	106	000	C P 	0	2207	75000000
TSLA  	2023	02	03	107	000	C P 	0	2976	75000000
TSLA  	2023	02	03	108	000	C P 	0	2180	75000000
TSLA  	2023	02	03	109	000	C P 	0	1627	75000000
TSLA  	2023	02	03	110	000	C P 	0	14199	75000000
TSLA  	2023	02	03	111	000	C P 	0	2250	75000000
TSLA  	2023	02	03	112	000	C P 	0	2463	75000000
TSLA  	2023	02	03	113	000	C P 	0	3340	75000000
TSLA  	2023	02	03	114	000	C P 	0	2469	75000000
TSLA  	2023	02	03	115	000	C P 	0	5834	75000000
TSLA  	2023	02	03	116	000	C P 	0	4123	75000000
TSLA  	2023	02	03	117	000	C P 	0	3703	75000000
TSLA  	2023	02	03	118	000	C P 	0	1832	75000000
TSLA  	2023	02	03	119	000	C P 	0	1359	75000000
TSLA  	2023	02	03	120	000	C P 	0	13882	75000000
TSLA  	2023	02	03	121	000	C P 	0	3801	75000000
TSLA  	2023	02	03	122	000	C P 	0	3669	75000000
TSLA  	2023	02	03	123	000	C P 	0	4078	75000000
TSLA  	2023	02	03	124	000	C P 	0	4779	75000000
TSLA  	2023	02	03	125	000	C P 	0	10603	75000000
TSLA  	2023	02	03	126	000	C P 	0	4300	75000000
TSLA  	2023	02	03	127	000	C P 	0	3680	75000000
TSLA  	2023	02	03	128	000	C P 	0	3930	75000000
TSLA  	2023	02	03	129	000	C P 	0	7760	75000000
TSLA  	2023	02	03	130	000	C P 	0	18557	75000000
TSLA  	2023	02	03	131	000	C P 	0	3130	75000000
TSLA  	2023	02	03	132	000	C P 	0	3476	75000000
TSLA  	2023	02	03	133	000	C P 	0	3683	75000000
TSLA  	2023	02	03	134	000	C P 	0	4555	75000000
TSLA  	2023	02	03	135	000	C P 	0	4954	75000000
TSLA  	2023	02	03	136	000	C P 	0	2749	75000000
TSLA  	2023	02	03	137	000	C P 	0	3721	75000000
TSLA  	2023	02	03	138	000	C P 	0	4268	75000000
TSLA  	2023	02	03	139	000	C P 	0	2761	75000000
TSLA  	2023	02	03	140	000	C P 	0	16323	75000000
TSLA  	2023	02	03	141	000	C P 	0	3178	75000000
TSLA  	2023	02	03	142	000	C P 	0	5037	75000000
TSLA  	2023	02	03	143	000	C P 	0	2857	75000000
TSLA  	2023	02	03	144	000	C P 	0	3366	75000000
TSLA  	2023	02	03	145	000	C P 	0	8752	75000000
TSLA  	2023	02	03	146	000	C P 	0	2381	75000000
TSLA  	2023	02	03	147	000	C P 	0	1989	75000000
TSLA  	2023	02	03	148	000	C P 	0	3288	75000000
TSLA  	2023	02	03	149	000	C P 	0	3721	75000000
TSLA  	2023	02	03	150	000	C P 	0	24074	75000000
TSLA  	2023	02	03	152	500	C P 	0	6460	75000000
TSLA  	2023	02	03	155	000	C P 	0	11393	75000000
TSLA  	2023	02	03	157	500	C P 	0	12599	75000000
TSLA  	2023	02	03	160	000	C P 	0	22933	75000000
TSLA  	2023	02	03	162	500	C P 	0	7001	75000000
TSLA  	2023	02	03	165	000	C P 	0	14949	75000000
TSLA  	2023	02	03	167	500	C P 	0	7672	75000000
TSLA  	2023	02	03	170	000	C P 	0	19336	75000000
TSLA  	2023	02	03	172	500	C P 	0	7185	75000000
TSLA  	2023	02	03	175	000	C P 	0	11006	75000000
TSLA  	2023	02	03	177	500	C P 	0	8591	75000000
TSLA  	2023	02	03	180	000	C P 	0	22876	75000000
TSLA  	2023	02	03	182	500	C P 	0	15811	75000000
TSLA  	2023	02	03	185	000	C P 	0	25396	75000000
TSLA  	2023	02	03	187	500	C P 	0	20450	75000000
TSLA  	2023	02	03	190	000	C P 	2982	9962	75000000
TSLA  	2023	02	03	192	500	C P 	9842	0	75000000
TSLA  	2023	02	03	195	000	C P 	18265	1	75000000
TSLA  	2023	02	03	197	500	C P 	11123	1	75000000
TSLA  	2023	02	03	200	000	C P 	40873	0	75000000
TSLA  	2023	02	03	202	500	C P 	7986	0	75000000
TSLA  	2023	02	03	205	000	C P 	11640	0	75000000
TSLA  	2023	02	03	207	500	C P 	8523	0	75000000
TSLA  	2023	02	03	210	000	C P 	19101	0	75000000
TSLA  	2023	02	03	212	500	C P 	6939	0	75000000
TSLA  	2023	02	03	215	000	C P 	14695	0	75000000
TSLA  	2023	02	03	217	500	C P 	5671	0	75000000
TSLA  	2023	02	03	220	000	C P 	17479	0	75000000
TSLA  	2023	02	03	222	500	C P 	8995	0	75000000
TSLA  	2023	02	03	225	000	C P 	8843	0	75000000
TSLA  	2023	02	03	227	500	C P 	5335	0	75000000
TSLA  	2023	02	03	230	000	C P 	8853	0	75000000
TSLA  	2023	02	03	232	500	C P 	3134	0	75000000
TSLA  	2023	02	03	235	000	C P 	7714	0	75000000
TSLA  	2023	02	03	240	000	C P 	10430	0	75000000
TSLA  	2023	02	03	245	000	C P 	3981	0	75000000
TSLA  	2023	02	03	250	000	C P 	6282	0	75000000
TSLA  	2023	02	03	255	000	C P 	5550	0	75000000
TSLA  	2023	02	03	260	000	C P 	13176	0	75000000
TSLA  	2023	02	03	265	000	C P 	17695	0	75000000
TSLA  	2023	02	03	270	000	C P 	14164	0	75000000
TSLA  	2023	02	03	275	000	C P 	9672	0	75000000
TSLA  	2023	02	03	280	000	C P 	6141	0	75000000
TSLA  	2023	02	03	285	000	C P 	4323	0	75000000
TSLA  	2023	02	03	290	000	C P 	6584	0	75000000
TSLA  	2023	02	03	295	000	C P 	357	0	75000000
TSLA  	2023	02	03	300	000	C P 	1134	0	75000000
TSLA  	2023	02	03	310	000	C P 	206	0	75000000
TSLA  	2023	02	03	320	000	C P 	189	0	75000000
TSLA  	2023	02	03	330	000	C P 	890	0	75000000
TSLA  	2023	02	03	340	000	C P 	342	0	75000000
TSLA  	2023	02	03	350	000	C P 	236	0	75000000
TSLA  	2023	02	03	360	000	C P 	895	0	75000000
TSLA  	2023	02	10	15	000	C P 	14	163	75000000
TSLA  	2023	02	10	20	000	C P 	4	1	75000000
TSLA  	2023	02	10	25	000	C P 	0	250	75000000
TSLA  	2023	02	10	30	000	C P 	7	1498	75000000
TSLA  	2023	02	10	35	000	C P 	2	1461	75000000
TSLA  	2023	02	10	40	000	C P 	2	934	75000000
TSLA  	2023	02	10	45	000	C P 	1	1869	75000000
TSLA  	2023	02	10	50	000	C P 	73	2204	75000000
TSLA  	2023	02	10	55	000	C P 	3	1158	75000000
TSLA  	2023	02	10	60	000	C P 	4	2416	75000000
TSLA  	2023	02	10	65	000	C P 	5	1705	75000000
TSLA  	2023	02	10	70	000	C P 	13	1611	75000000
TSLA  	2023	02	10	75	000	C P 	5	658	75000000
TSLA  	2023	02	10	80	000	C P 	69	1923	75000000
TSLA  	2023	02	10	85	000	C P 	46	1033	75000000
TSLA  	2023	02	10	90	000	C P 	59	1801	75000000
TSLA  	2023	02	10	95	000	C P 	31	1391	75000000
TSLA  	2023	02	10	98	000	C P 	40	710	75000000
TSLA  	2023	02	10	99	000	C P 	36	1228	75000000
TSLA  	2023	02	10	100	000	C P 	172	3088	75000000
TSLA  	2023	02	10	101	000	C P 	102	1910	75000000
TSLA  	2023	02	10	102	000	C P 	51	412	75000000
TSLA  	2023	02	10	103	000	C P 	51	797	75000000
TSLA  	2023	02	10	104	000	C P 	60	540	75000000
TSLA  	2023	02	10	105	000	C P 	158	1890	75000000
TSLA  	2023	02	10	106	000	C P 	30	1305	75000000
TSLA  	2023	02	10	107	000	C P 	52	1633	75000000
TSLA  	2023	02	10	108	000	C P 	71	999	75000000
TSLA  	2023	02	10	109	000	C P 	94	755	75000000
TSLA  	2023	02	10	110	000	C P 	565	2321	75000000
TSLA  	2023	02	10	111	000	C P 	102	391	75000000
TSLA  	2023	02	10	112	000	C P 	43	2480	75000000
TSLA  	2023	02	10	113	000	C P 	167	1064	75000000
TSLA  	2023	02	10	114	000	C P 	141	6025	75000000
TSLA  	2023	02	10	115	000	C P 	295	1682	75000000
TSLA  	2023	02	10	116	000	C P 	124	472	75000000
TSLA  	2023	02	10	117	000	C P 	187	518	75000000
TSLA  	2023	02	10	118	000	C P 	181	1080	75000000
TSLA  	2023	02	10	119	000	C P 	151	514	75000000
TSLA  	2023	02	10	120	000	C P 	829	4421	75000000
TSLA  	2023	02	10	121	000	C P 	245	1363	75000000
TSLA  	2023	02	10	122	000	C P 	694	842	75000000
TSLA  	2023	02	10	123	000	C P 	284	1342	75000000
TSLA  	2023	02	10	124	000	C P 	340	1799	75000000
TSLA  	2023	02	10	125	000	C P 	916	3677	75000000
TSLA  	2023	02	10	126	000	C P 	237	1537	75000000
TSLA  	2023	02	10	127	000	C P 	382	1404	75000000
TSLA  	2023	02	10	128	000	C P 	1154	1083	75000000
TSLA  	2023	02	10	129	000	C P 	630	3154	75000000
TSLA  	2023	02	10	130	000	C P 	1553	5800	75000000
TSLA  	2023	02	10	131	000	C P 	559	2148	75000000
TSLA  	2023	02	10	132	000	C P 	671	1976	75000000
TSLA  	2023	02	10	133	000	C P 	758	804	75000000
TSLA  	2023	02	10	134	000	C P 	335	2957	75000000
TSLA  	2023	02	10	135	000	C P 	1637	4871	75000000
TSLA  	2023	02	10	136	000	C P 	379	2225	75000000
TSLA  	2023	02	10	137	000	C P 	641	2600	75000000
TSLA  	2023	02	10	138	000	C P 	811	5302	75000000
TSLA  	2023	02	10	139	000	C P 	1002	5340	75000000
TSLA  	2023	02	10	140	000	C P 	2937	7081	75000000
TSLA  	2023	02	10	141	000	C P 	744	1482	75000000
TSLA  	2023	02	10	142	000	C P 	1307	3621	75000000
TSLA  	2023	02	10	143	000	C P 	581	543	75000000
TSLA  	2023	02	10	144	000	C P 	378	1071	75000000
TSLA  	2023	02	10	145	000	C P 	3267	11492	75000000
TSLA  	2023	02	10	146	000	C P 	915	1318	75000000
