Series Search Results for TSLA

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
TSLA  		2023	02	17	15	000	C P 	171	310	75000000
TSLA  		2023	02	17	20	000	C P 	35	46	75000000
TSLA  		2023	02	17	25	000	C P 	4	99	75000000
TSLA  		2023	02	17	30	000	C P 	71	2723	75000000
TSLA  		2023	02	17	35	000	C P 	0	5414	75000000
TSLA  		2023	02	17	40	000	C P 	163	10382	75000000
TSLA  		2023	02	17	45	000	C P 	0	1739	75000000
TSLA  		2023	02	17	50	000	C P 	852	17127	75000000
TSLA  		2023	02	17	55	000	C P 	44	5311	75000000
TSLA  		2023	02	17	60	000	C P 	321	9057	75000000
TSLA  		2023	02	17	65	000	C P 	28	6534	75000000
TSLA  		2023	02	17	70	000	C P 	72	54689	75000000
TSLA  		2023	02	17	75	000	C P 	124	7654	75000000
TSLA  		2023	02	17	80	000	C P 	189	52817	75000000
TSLA  		2023	02	17	85	000	C P 	259	14038	75000000
TSLA  		2023	02	17	90	000	C P 	283	17204	75000000
TSLA  		2023	02	17	95	000	C P 	822	20345	75000000
TSLA  		2023	02	17	100	000	C P 	3235	39674	75000000
TSLA  		2023	02	17	105	000	C P 	20720	29926	75000000
TSLA  		2023	02	17	110	000	C P 	3347	26853	75000000
TSLA  		2023	02	17	115	000	C P 	15313	28403	75000000
TSLA  		2023	02	17	118	000	C P 	297	2416	75000000
TSLA  		2023	02	17	119	000	C P 	22	2223	75000000
TSLA  		2023	02	17	120	000	C P 	25869	48891	75000000
TSLA  		2023	02	17	121	000	C P 	37	2016	75000000
TSLA  		2023	02	17	122	000	C P 	185	1328	75000000
TSLA  		2023	02	17	123	000	C P 	141	2419	75000000
TSLA  		2023	02	17	124	000	C P 	51	3065	75000000
TSLA  		2023	02	17	125	000	C P 	12175	18095	75000000
TSLA  		2023	02	17	126	000	C P 	43	1292	75000000
TSLA  		2023	02	17	127	000	C P 	78	1531	75000000
TSLA  		2023	02	17	128	000	C P 	52	2642	75000000
TSLA  		2023	02	17	129	000	C P 	95	2205	75000000
TSLA  		2023	02	17	130	000	C P 	13439	15796	75000000
TSLA  		2023	02	17	131	000	C P 	151	1373	75000000
TSLA  		2023	02	17	132	000	C P 	239	2484	75000000
TSLA  		2023	02	17	133	000	C P 	71	1922	75000000
TSLA  		2023	02	17	134	000	C P 	429	3420	75000000
TSLA  		2023	02	17	135	000	C P 	7606	11830	75000000
TSLA  		2023	02	17	136	000	C P 	1453	4765	75000000
TSLA  		2023	02	17	137	000	C P 	868	1987	75000000
TSLA  		2023	02	17	138	000	C P 	1247	4443	75000000
TSLA  		2023	02	17	139	000	C P 	977	1719	75000000
TSLA  		2023	02	17	140	000	C P 	7901	16639	75000000
TSLA  		2023	02	17	141	000	C P 	651	3654	75000000
TSLA  		2023	02	17	142	000	C P 	1010	2285	75000000
TSLA  		2023	02	17	143	000	C P 	385	1455	75000000
TSLA  		2023	02	17	144	000	C P 	323	2774	75000000
TSLA  		2023	02	17	145	000	C P 	11917	23252	75000000
TSLA  		2023	02	17	146	000	C P 	1800	2241	75000000
TSLA  		2023	02	17	147	000	C P 	531	5585	75000000
TSLA  		2023	02	17	148	000	C P 	240	3760	75000000
TSLA  		2023	02	17	149	000	C P 	448	3189	75000000
TSLA  		2023	02	17	150	000	C P 	15217	34507	75000000
TSLA  		2023	02	17	152	500	C P 	1024	3101	75000000
TSLA  		2023	02	17	155	000	C P 	9077	12517	75000000
TSLA  		2023	02	17	157	500	C P 	1685	5327	75000000
TSLA  		2023	02	17	160	000	C P 	29102	31916	75000000
TSLA  		2023	02	17	162	500	C P 	1575	6731	75000000
TSLA  		2023	02	17	165	000	C P 	12809	16716	75000000
TSLA  		2023	02	17	167	500	C P 	1134	5573	75000000
TSLA  		2023	02	17	170	000	C P 	22860	40401	75000000
TSLA  		2023	02	17	172	500	C P 	2223	7934	75000000
TSLA  		2023	02	17	175	000	C P 	9330	21850	75000000
TSLA  		2023	02	17	177	500	C P 	2414	5932	75000000
TSLA  		2023	02	17	180	000	C P 	17578	28176	75000000
TSLA  		2023	02	17	182	500	C P 	5064	4756	75000000
TSLA  		2023	02	17	185	000	C P 	14355	19568	75000000
TSLA  		2023	02	17	187	500	C P 	2728	7718	75000000
TSLA  		2023	02	17	190	000	C P 	20020	25890	75000000
TSLA  		2023	02	17	192	500	C P 	5797	5934	75000000
TSLA  		2023	02	17	195	000	C P 	17226	9460	75000000
TSLA  		2023	02	17	197	500	C P 	9784	4320	75000000
TSLA  		2023	02	17	200	000	C P 	48950	19032	75000000
TSLA  		2023	02	17	202	500	C P 	12622	2976	75000000
TSLA  		2023	02	17	205	000	C P 	17037	3942	75000000
TSLA  		2023	02	17	207	500	C P 	5706	2700	75000000
TSLA  		2023	02	17	210	000	C P 	30668	6361	75000000
TSLA  		2023	02	17	212	500	C P 	6941	1736	75000000
