Series Search Results for TSLA

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
TSLA  		2023	02	17	15	000	C P 	371	313	75000000
TSLA  		2023	02	17	20	000	C P 	70	46	75000000
TSLA  		2023	02	17	25	000	C P 	3	99	75000000
TSLA  		2023	02	17	30	000	C P 	34	2723	75000000
TSLA  		2023	02	17	35	000	C P 	0	5414	75000000
TSLA  		2023	02	17	40	000	C P 	104	10382	75000000
TSLA  		2023	02	17	45	000	C P 	1	1739	75000000
TSLA  		2023	02	17	50	000	C P 	850	17127	75000000
TSLA  		2023	02	17	55	000	C P 	11	5311	75000000
TSLA  		2023	02	17	60	000	C P 	318	9057	75000000
TSLA  		2023	02	17	65	000	C P 	28	6534	75000000
TSLA  		2023	02	17	70	000	C P 	19	54688	75000000
TSLA  		2023	02	17	75	000	C P 	65	7668	75000000
TSLA  		2023	02	17	80	000	C P 	90	52812	75000000
TSLA  		2023	02	17	85	000	C P 	22	14034	75000000
TSLA  		2023	02	17	90	000	C P 	150	17200	75000000
TSLA  		2023	02	17	95	000	C P 	502	20276	75000000
TSLA  		2023	02	17	100	000	C P 	3226	39625	75000000
TSLA  		2023	02	17	105	000	C P 	20615	29903	75000000
TSLA  		2023	02	17	110	000	C P 	2700	26867	75000000
TSLA  		2023	02	17	115	000	C P 	13177	29287	75000000
TSLA  		2023	02	17	118	000	C P 	282	2550	75000000
TSLA  		2023	02	17	119	000	C P 	15	5305	75000000
TSLA  		2023	02	17	120	000	C P 	23100	64688	75000000
TSLA  		2023	02	17	121	000	C P 	41	2003	75000000
TSLA  		2023	02	17	122	000	C P 	186	1734	75000000
TSLA  		2023	02	17	123	000	C P 	123	2977	75000000
TSLA  		2023	02	17	124	000	C P 	43	3636	75000000
TSLA  		2023	02	17	125	000	C P 	12060	17963	75000000
TSLA  		2023	02	17	126	000	C P 	43	1289	75000000
TSLA  		2023	02	17	127	000	C P 	87	1631	75000000
TSLA  		2023	02	17	128	000	C P 	50	9273	75000000
TSLA  		2023	02	17	129	000	C P 	107	2380	75000000
TSLA  		2023	02	17	130	000	C P 	13381	16034	75000000
TSLA  		2023	02	17	131	000	C P 	147	1400	75000000
TSLA  		2023	02	17	132	000	C P 	222	2540	75000000
TSLA  		2023	02	17	133	000	C P 	63	1963	75000000
TSLA  		2023	02	17	134	000	C P 	436	3450	75000000
TSLA  		2023	02	17	135	000	C P 	7604	11919	75000000
TSLA  		2023	02	17	136	000	C P 	1416	4088	75000000
TSLA  		2023	02	17	137	000	C P 	868	1967	75000000
TSLA  		2023	02	17	138	000	C P 	1246	3867	75000000
TSLA  		2023	02	17	139	000	C P 	903	1776	75000000
TSLA  		2023	02	17	140	000	C P 	7382	16464	75000000
TSLA  		2023	02	17	141	000	C P 	673	3608	75000000
TSLA  		2023	02	17	142	000	C P 	1006	2660	75000000
TSLA  		2023	02	17	143	000	C P 	382	1666	75000000
