ProductSymbol	Year	Month	Day	Integer	Dec	C/P	Call	Put	PositionLimit	
TSLA  	2023	02	03	15	000	C P 	19	316	75000000
TSLA  	2023	02	03	20	000	C P 	1	601	75000000
TSLA  	2023	02	03	25	000	C P 	40	93	75000000
TSLA  	2023	02	03	30	000	C P 	0	379	75000000
TSLA  	2023	02	03	35	000	C P 	0	1722	75000000
TSLA  	2023	02	03	40	000	C P 	0	415	75000000
TSLA  	2023	02	03	45	000	C P 	0	1879	75000000
TSLA  	2023	02	03	50	000	C P 	1	3236	75000000
TSLA  	2023	02	03	55	000	C P 	25	1059	75000000
TSLA  	2023	02	03	60	000	C P 	13	4420	75000000
TSLA  	2023	02	03	65	000	C P 	6	1493	75000000
TSLA  	2023	02	03	70	000	C P 	68	4099	75000000
TSLA  	2023	02	03	75	000	C P 	11	3408	75000000
TSLA  	2023	02	03	80	000	C P 	36	5856	75000000
TSLA  	2023	02	03	85	000	C P 	42	14043	75000000
TSLA  	2023	02	03	86	000	C P 	14	3731	75000000
TSLA  	2023	02	03	87	000	C P 	28	545	75000000
TSLA  	2023	02	03	88	000	C P 	9	10433	75000000
TSLA  	2023	02	03	89	000	C P 	18	5614	75000000
TSLA  	2023	02	03	90	000	C P 	109	8017	75000000
TSLA  	2023	02	03	91	000	C P 	10	101	75000000
TSLA  	2023	02	03	92	000	C P 	18	111	75000000
TSLA  	2023	02	03	93	000	C P 	19	1591	75000000
TSLA  	2023	02	03	94	000	C P 	10	1384	75000000
TSLA  	2023	02	03	95	000	C P 	26	2228	75000000
TSLA  	2023	02	03	96	000	C P 	23	1760	75000000
TSLA  	2023	02	03	97	000	C P 	30	843	75000000
TSLA  	2023	02	03	98	000	C P 	3	512	75000000
TSLA  	2023	02	03	99	000	C P 	11	1302	75000000
TSLA  	2023	02	03	100	000	C P 	287	8342	75000000
TSLA  	2023	02	03	101	000	C P 	10	571	75000000
TSLA  	2023	02	03	102	000	C P 	30	1541	75000000
TSLA  	2023	02	03	103	000	C P 	59	926	75000000
TSLA  	2023	02	03	104	000	C P 	112	1037	75000000
TSLA  	2023	02	03	105	000	C P 	529	4223	75000000
TSLA  	2023	02	03	106	000	C P 	105	2207	75000000
TSLA  	2023	02	03	107	000	C P 	130	2976	75000000
TSLA  	2023	02	03	108	000	C P 	82	2182	75000000
TSLA  	2023	02	03	109	000	C P 	208	1627	75000000
TSLA  	2023	02	03	110	000	C P 	658	14203	75000000
TSLA  	2023	02	03	111	000	C P 	145	2250	75000000
TSLA  	2023	02	03	112	000	C P 	194	2463	75000000
TSLA  	2023	02	03	113	000	C P 	270	3343	75000000
TSLA  	2023	02	03	114	000	C P 	357	2469	75000000
TSLA  	2023	02	03	115	000	C P 	814	5839	75000000
TSLA  	2023	02	03	116	000	C P 	506	4123	75000000
TSLA  	2023	02	03	117	000	C P 	226	3704	75000000
TSLA  	2023	02	03	118	000	C P 	201	1832	75000000
TSLA  	2023	02	03	119	000	C P 	222	1416	75000000
TSLA  	2023	02	03	120	000	C P 	1042	13898	75000000
TSLA  	2023	02	03	121	000	C P 	185	3821	75000000
TSLA  	2023	02	03	122	000	C P 	479	3669	75000000
TSLA  	2023	02	03	123	000	C P 	842	4078	75000000
TSLA  	2023	02	03	124	000	C P 	744	4779	75000000
TSLA  	2023	02	03	125	000	C P 	919	10676	75000000
TSLA  	2023	02	03	126	000	C P 	564	4312	75000000
TSLA  	2023	02	03	127	000	C P 	497	3681	75000000
TSLA  	2023	02	03	128	000	C P 	605	3932	75000000
TSLA  	2023	02	03	129	000	C P 	1575	7800	75000000
TSLA  	2023	02	03	130	000	C P 	6073	18562	75000000
TSLA  	2023	02	03	131	000	C P 	1299	3143	75000000
TSLA  	2023	02	03	132	000	C P 	1145	3802	75000000
TSLA  	2023	02	03	133	000	C P 	850	3705	75000000
TSLA  	2023	02	03	134	000	C P 	1678	4556	75000000
TSLA  	2023	02	03	135	000	C P 	1902	4986	75000000
TSLA  	2023	02	03	136	000	C P 	259	2754	75000000
TSLA  	2023	02	03	137	000	C P 	658	3695	75000000
TSLA  	2023	02	03	138	000	C P 	820	4291	75000000
TSLA  	2023	02	03	139	000	C P 	693	3119	75000000
TSLA  	2023	02	03	140	000	C P 	3161	16340	75000000
TSLA  	2023	02	03	141	000	C P 	824	3190	75000000
TSLA  	2023	02	03	142	000	C P 	919	5085	75000000
TSLA  	2023	02	03	143	000	C P 	1584	2919	75000000
TSLA  	2023	02	03	144	000	C P 	1864	3373	75000000
TSLA  	2023	02	03	145	000	C P 	5694	9086	75000000
TSLA  	2023	02	03	146	000	C P 	1069	2384	75000000
TSLA  	2023	02	03	147	000	C P 	837	2002	75000000
TSLA  	2023	02	03	148	000	C P 	847	3310	75000000
TSLA  	2023	02	03	149	000	C P 	855	3783	75000000
TSLA  	2023	02	03	150	000	C P 	7252	24263	75000000
TSLA  	2023	02	03	152	500	C P 	1362	6660	75000000
TSLA  	2023	02	03	155	000	C P 	6180	11477	75000000
TSLA  	2023	02	03	157	500	C P 	3224	12778	75000000
TSLA  	2023	02	03	160	000	C P 	9713	23014	75000000
TSLA  	2023	02	03	162	500	C P 	2486	7199	75000000
