Series Search Results for TSLA

Products for this option symbol are traded on: 
AMEX ARCA BATS BOX C2 CBOE EDGX EMLD GEM ISE MCRY MIAX MPRL NOBO NSDQ PHLX 

		Series/contract		Strike			Open Interest			
ProductSymbol	year	Month	Day	Integer	Dec	C/P	Call	Put	Position Limit	
TSLA  		2023	02	10	15	000	C P 	168	187	75000000
TSLA  		2023	02	10	20	000	C P 	19	1	75000000
TSLA  		2023	02	10	25	000	C P 	27	250	75000000
TSLA  		2023	02	10	30	000	C P 	6	1498	75000000
TSLA  		2023	02	10	35	000	C P 	2	1462	75000000
TSLA  		2023	02	10	40	000	C P 	2	934	75000000
TSLA  		2023	02	10	45	000	C P 	1	1869	75000000
TSLA  		2023	02	10	50	000	C P 	7	2204	75000000
TSLA  		2023	02	10	55	000	C P 	3	1158	75000000
TSLA  		2023	02	10	60	000	C P 	10	2416	75000000
TSLA  		2023	02	10	65	000	C P 	5	1705	75000000
TSLA  		2023	02	10	70	000	C P 	14	1611	75000000
TSLA  		2023	02	10	75	000	C P 	6	647	75000000
TSLA  		2023	02	10	80	000	C P 	69	1921	75000000
TSLA  		2023	02	10	85	000	C P 	24	1021	75000000
TSLA  		2023	02	10	90	000	C P 	59	1792	75000000
TSLA  		2023	02	10	95	000	C P 	37	1370	75000000
TSLA  		2023	02	10	98	000	C P 	42	695	75000000
TSLA  		2023	02	10	99	000	C P 	36	1226	75000000
TSLA  		2023	02	10	100	000	C P 	162	3114	75000000
TSLA  		2023	02	10	101	000	C P 	101	1892	75000000
TSLA  		2023	02	10	102	000	C P 	59	513	75000000
TSLA  		2023	02	10	103	000	C P 	72	997	75000000
TSLA  		2023	02	10	104	000	C P 	70	864	75000000
TSLA  		2023	02	10	105	000	C P 	125	3320	75000000
TSLA  		2023	02	10	106	000	C P 	29	1778	75000000
TSLA  		2023	02	10	107	000	C P 	52	1827	75000000
TSLA  		2023	02	10	108	000	C P 	66	1530	75000000
TSLA  		2023	02	10	109	000	C P 	102	1117	75000000
TSLA  		2023	02	10	110	000	C P 	547	2352	75000000
TSLA  		2023	02	10	111	000	C P 	101	383	75000000
TSLA  		2023	02	10	112	000	C P 	54	2474	75000000
TSLA  		2023	02	10	113	000	C P 	167	1096	75000000
TSLA  		2023	02	10	114	000	C P 	140	6026	75000000
TSLA  		2023	02	10	115	000	C P 	233	2597	75000000
TSLA  		2023	02	10	116	000	C P 	96	1084	75000000
TSLA  		2023	02	10	117	000	C P 	124	1608	75000000
TSLA  		2023	02	10	118	000	C P 	155	2835	75000000
TSLA  		2023	02	10	119	000	C P 	142	814	75000000
TSLA  		2023	02	10	120	000	C P 	684	4172	75000000
TSLA  		2023	02	10	121	000	C P 	239	1777	75000000
TSLA  		2023	02	10	122	000	C P 	575	1208	75000000
TSLA  		2023	02	10	123	000	C P 	262	1629	75000000
TSLA  		2023	02	10	124	000	C P 	312	1551	75000000
TSLA  		2023	02	10	125	000	C P 	819	4559	75000000
TSLA  		2023	02	10	126	000	C P 	231	1102	75000000
TSLA  		2023	02	10	127	000	C P 	352	1856	75000000
TSLA  		2023	02	10	128	000	C P 	1141	1349	75000000
TSLA  		2023	02	10	129	000	C P 	583	3347	75000000
TSLA  		2023	02	10	130	000	C P 	1384	6613	75000000
TSLA  		2023	02	10	131	000	C P 	519	2336	75000000
TSLA  		2023	02	10	132	000	C P 	643	1792	75000000
TSLA  		2023	02	10	133	000	C P 	750	2160	75000000
TSLA  		2023	02	10	134	000	C P 	315	4824	75000000
TSLA  		2023	02	10	135	000	C P 	1475	6487	75000000
TSLA  		2023	02	10	136	000	C P 	394	3035	75000000
TSLA  		2023	02	10	137	000	C P 	496	2778	75000000
TSLA  		2023	02	10	138	000	C P 	772	5638	75000000
TSLA  		2023	02	10	139	000	C P 	901	6545	75000000
TSLA  		2023	02	10	140	000	C P 	2549	17488	75000000
TSLA  		2023	02	10	141	000	C P 	737	1676	75000000
TSLA  		2023	02	10	142	000	C P 	1201	3916	75000000
TSLA  		2023	02	10	143	000	C P 	561	573	75000000
TSLA  		2023	02	10	144	000	C P 	293	1382	75000000
TSLA  		2023	02	10	145	000	C P 	2023	12460	75000000
TSLA  		2023	02	10	146	000	C P 	895	1843	75000000
TSLA  		2023	02	10	147	000	C P 	965	2062	75000000
TSLA  		2023	02	10	148	000	C P 	412	2609	75000000
TSLA  		2023	02	10	149	000	C P 	321	1922	75000000
TSLA  		2023	02	10	150	000	C P 	3511	11717	75000000
TSLA  		2023	02	10	152	500	C P 	510	3594	75000000
TSLA  		2023	02	10	155	000	C P 	5492	6244	75000000
TSLA  		2023	02	10	157	500	C P 	1139	4313	75000000
TSLA  		2023	02	10	160	000	C P 	3395	13434	75000000
TSLA  		2023	02	10	162	500	C P 	990	4753	75000000
